player_id,player_name,team_id,team_name,competition_id,season_id,role,minutes,metric,latent_dimension,raw_metric_value,selected_normalization,normalized_metric_value,oriented_metric_score,percentile_rank,role_benchmark_band,direction
138841,Salaheddine Chihab,6995,Maghreb Fès,1229,318,GK,2015.4667,average_x_defensive_action,GK_D3,2.5070112,percentile_rank,16.666666666666664,16.666666666666664,16.666666666666664,Poor,higher_is_better
139555,Aymane Majid,25917,CODM Meknès,1229,318,GK,1386.4,average_x_defensive_action,GK_D3,3.8118553,percentile_rank,100.0,100.0,100.0,Excellent,higher_is_better
139572,Amine El Ouaad,2839,Ittihad Tanger,1229,318,GK,2078.9502,average_x_defensive_action,GK_D3,3.5072863,percentile_rank,91.66666666666666,91.66666666666666,91.66666666666666,Good,higher_is_better
139011,Ahmed Reda Tagnaouti,2838,FAR Rabat,1229,318,GK,1502.3833,average_x_defensive_action,GK_D3,2.4403062,percentile_rank,8.333333333333332,8.333333333333332,8.333333333333332,Very Poor,higher_is_better
36951,Babacar Niasse,2365,Difaâ El Jadida,1229,318,GK,2050.4001,average_x_defensive_action,GK_D3,3.382055,percentile_rank,75.0,75.0,75.0,Average,higher_is_better
138972,Mahdi Benabid,6994,Wydad Casablanca,1229,318,GK,2228.7834,average_x_defensive_action,GK_D3,2.655175,percentile_rank,33.33333333333333,33.33333333333333,33.33333333333333,Average,higher_is_better
362445,Badreddine Abyir,6992,Hassania Agadir,1229,318,GK,2208.4167,average_x_defensive_action,GK_D3,3.4167573,percentile_rank,83.33333333333334,83.33333333333334,83.33333333333334,Good,higher_is_better
523287,Ismail Sayad,36100,US Yacoub El Mansour,1229,318,GK,1163.6832,average_x_defensive_action,GK_D3,3.26736,percentile_rank,58.333333333333336,58.333333333333336,58.333333333333336,Average,higher_is_better
522350,Mohamed Jemjami,36099,KAC Marrakech,1229,318,GK,1812.0667,average_x_defensive_action,GK_D3,2.7378247,percentile_rank,41.66666666666667,41.66666666666667,41.66666666666667,Average,higher_is_better
138950,Mehdi Harrar,2349,Raja Casablanca,1229,318,GK,2133.3833,average_x_defensive_action,GK_D3,3.3150012,percentile_rank,66.66666666666666,66.66666666666666,66.66666666666666,Average,higher_is_better
7378,Yunis Abdelhamid,2838,FAR Rabat,1229,318,CB,937.7833,interceptions_90,CB_D4,1.823449,log_transform,98.73683106058773,98.73683106058773,96.15384615384616,Excellent,higher_is_better
49760,Adil Rhaili,6995,Maghreb Fès,1229,318,CB,1269.3834,interceptions_90,CB_D4,0.77990615,log_transform,27.061103972753358,27.061103972753358,34.61538461538461,Average,higher_is_better
3252,Oussama Haddadi,2762,RSB Berkane,1229,318,CB,1504.85,interceptions_90,CB_D4,1.0765193,log_transform,52.18600751273949,52.18600751273949,65.38461538461539,Average,higher_is_better
