role,player_id,sensitivity_type,removed_entity,score_variation,abs_score_variation
FB,138910,remove_dimension,FB_D3,-2.582246005992644,2.582246005992644
FB,138927,remove_dimension,FB_D3,-3.3591491355576935,3.3591491355576935
FB,138945,remove_dimension,FB_D3,-7.802066245227035,7.802066245227035
FB,138949,remove_dimension,FB_D3,3.6661055975709402,3.6661055975709402
FB,138956,remove_dimension,FB_D3,-4.944995184588443,4.944995184588443
FB,139560,remove_dimension,FB_D3,-2.8364047472558838,2.8364047472558838
FB,140876,remove_dimension,FB_D3,0.873916968937742,0.873916968937742
FB,142789,remove_dimension,FB_D3,2.7839069789742226,2.7839069789742226
FB,152015,remove_dimension,FB_D3,0.5424195673264336,0.5424195673264336
FB,178342,remove_dimension,FB_D3,-4.37622136145152,4.37622136145152
FB,261620,remove_dimension,FB_D3,1.1265798358666075,1.1265798358666075
FB,313287,remove_dimension,FB_D3,3.5783788077340972,3.5783788077340972
FB,314451,remove_dimension,FB_D3,0.7189767482872469,0.7189767482872469
FB,337496,remove_dimension,FB_D3,-7.56166591949362,7.56166591949362
FB,339278,remove_dimension,FB_D3,0.808698618893807,0.808698618893807
FB,406864,remove_dimension,FB_D3,5.410684121440177,5.410684121440177
FB,442100,remove_dimension,FB_D3,-3.43485640269067,3.43485640269067
FB,442286,remove_dimension,FB_D3,7.278055995440006,7.278055995440006
FB,522352,remove_dimension,FB_D3,3.517226960568202,3.517226960568202
FB,523293,remove_dimension,FB_D3,1.4074365654955372,1.4074365654955372
FB,523318,remove_dimension,FB_D3,2.770156874031457,2.770156874031457
FB,81364,remove_dimension,FB_D3,0.42301922836173844,0.42301922836173844
FB,135851,remove_dimension,FB_D4,0.2992860335604135,0.2992860335604135
FB,138910,remove_dimension,FB_D4,1.5346301276165804,1.5346301276165804
FB,138927,remove_dimension,FB_D4,3.8786603455923796,3.8786603455923796
FB,138945,remove_dimension,FB_D4,-2.779056939298762,2.779056939298762
FB,138949,remove_dimension,FB_D4,-0.8624754184407024,0.8624754184407024
FB,138956,remove_dimension,FB_D4,-0.6561094915875216,0.6561094915875216
FB,139560,remove_dimension,FB_D4,3.6156024056383274,3.6156024056383274
FB,140876,remove_dimension,FB_D4,-1.3573957878246503,1.3573957878246503
FB,142789,remove_dimension,FB_D4,-4.22296902419415,4.22296902419415
FB,152015,remove_dimension,FB_D4,0.07965172816652455,0.07965172816652455
FB,178342,remove_dimension,FB_D4,3.6266308598550268,3.6266308598550268
FB,261620,remove_dimension,FB_D4,2.715405529668473,2.715405529668473
FB,313287,remove_dimension,FB_D4,0.5512899223889818,0.5512899223889818
FB,314451,remove_dimension,FB_D4,2.520946435365623,2.520946435365623
FB,337496,remove_dimension,FB_D4,7.062021536166569,7.062021536166569
FB,339278,remove_dimension,FB_D4,-6.419684513449596,6.419684513449596
FB,406864,remove_dimension,FB_D4,0.32661482407466025,0.32661482407466025
FB,442100,remove_dimension,FB_D4,-2.425436903425336,2.425436903425336
FB,442286,remove_dimension,FB_D4,-5.280229598441117,5.280229598441117
FB,522352,remove_dimension,FB_D4,5.27088677381478,5.27088677381478
FB,523293,remove_dimension,FB_D4,-2.0126754560460114,2.0126754560460114
FB,523318,remove_dimension,FB_D4,-0.7917180947154847,0.7917180947154847
FB,81364,remove_dimension,FB_D4,-6.258772892533017,6.258772892533017
FB,135851,remove_dimension,FB_D5,3.7944407792312305,3.7944407792312305
FB,138910,remove_dimension,FB_D5,1.1177462503151077,1.1177462503151077
