source_path,dataset_guess,file_type,file_count,row_count_if_readable,size_mb,modified_at,competition_count_if_detectable,season_count_if_detectable,match_count_if_detectable,columns,status
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=1037.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.583308,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=11.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.631308,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=113.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.649307,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=12.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.639307,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=1229.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.590307,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=1239.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.634308,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=1244.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.641308,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=128.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.636307,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=129.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.614308,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=13.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.638308,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=136.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.589308,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=1384.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.629308,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
/home/platform/DataPlatform/lake/bronze/competitions/provider=statsbomb/season_id=317/competition_id=1385.json,competition_metadata,json,1,1,0.001,2026-06-28T00:04:31.619308,1,1,0,competition_id;entity;ingested_at;ingestion_timestamp;provider;raw_checksum;raw_json;records_count;season_id;source_endpoint;source_path;source_version,readable
