role,player_id,player_name,similar_player_id,similar_player_name,cosine_similarity,euclidean_distance,similarity_score,shared_metrics_count,similarity_confidence,quality_flags,research_only,production_ready
FB,29201,Nahuel Molina Lucero,144331,Oussama Raoui,78.227735,67.713074,78.227735,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29201,Nahuel Molina Lucero,152015,Zakaria Kiani,97.809479,18.02065,97.809479,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29201,Nahuel Molina Lucero,178342,Ettayb Boukhriss,96.803178,23.761994,96.803178,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29201,Nahuel Molina Lucero,312413,Soulaimane El Bouchqali,54.488771,15.838408,54.488771,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29201,Nahuel Molina Lucero,313287,Redouane Ait Lemkadem,96.073533,17.775061,96.073533,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29201,Nahuel Molina Lucero,313974,Mohamed El Abdi,86.823082,12.680641,86.823082,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29201,Nahuel Molina Lucero,314450,Anass Lamrabat,71.992042,13.536012,71.992042,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29201,Nahuel Molina Lucero,314451,Houdaifa El Mahasni,84.398952,18.331506,84.398952,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29201,Nahuel Molina Lucero,337496,Haytam Manaout,91.98494,14.884239,91.98494,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29201,Nahuel Molina Lucero,339278,Chemseddine Knaidil,87.11693,21.983416,87.11693,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29201,Nahuel Molina Lucero,405342,Guilherme Ferreira de Oliveira,77.603673,95.392963,77.603673,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29201,Nahuel Molina Lucero,406864,Hamza Malki,94.481778,23.926774,94.481778,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29201,Nahuel Molina Lucero,409454,Ayoub Tine,74.399038,7.971333,74.399038,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29201,Nahuel Molina Lucero,442100,Marouane Ouhrou,99.268163,2.992167,99.268163,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29201,Nahuel Molina Lucero,442286,Oussama Daoui,80.591865,3.914817,80.591865,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29201,Nahuel Molina Lucero,442926,Ousmane Diallo,91.85093,9.993821,91.85093,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29201,Nahuel Molina Lucero,477677,Yassine Boughaz,99.161049,4.378322,99.161049,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29201,Nahuel Molina Lucero,522352,Hamza Fassoukh,87.323256,14.37366,87.323256,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29201,Nahuel Molina Lucero,523288,Abdelali Khouch,52.906657,22.959619,52.906657,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29201,Nahuel Molina Lucero,523293,Nassim Azzoubairi,91.938738,10.805384,91.938738,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29201,Nahuel Molina Lucero,523299,Youness Noussir,61.001559,14.373116,61.001559,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29201,Nahuel Molina Lucero,523318,Younes El Khafi,98.318824,10.849377,98.318824,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29201,Nahuel Molina Lucero,523998,Zakaria Aiada,90.11947,8.804098,90.11947,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,81364,Euclides da Silva Cabral,92.969295,10.835124,92.969295,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,135851,Augusto de Jesus Corte Real Carneiro,92.104888,10.00592,92.104888,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,136023,Rodrigue Kossi Fiogbé,99.83079,7.660446,99.83079,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,138843,Abdelilah Madkour,99.744575,14.980391,99.744575,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,138910,Jamal Ech-Chammakh,54.368837,22.644372,54.368837,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,138927,Saad El Morsli,88.112706,11.888116,88.112706,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,138945,Mohamed Boulacsout,92.519058,10.144304,92.519058,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,138949,Ayoub Boucheta,89.334028,11.85324,89.334028,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,138956,Anas Bach,99.707628,2.178219,99.707628,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,138966,Youssef Belammari,83.362467,16.360612,83.362467,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,138999,Marouane Lemzaouri,73.751635,15.639603,73.751635,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,139549,Hamza El Janati,87.65215,11.730044,87.65215,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,139560,Hamza El Moussaoui,85.665955,12.629986,85.665955,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,139563,Ayoub Khairi,76.793619,15.96935,76.793619,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,140876,Mohamed Moufid,75.503658,15.797834,75.503658,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,141741,Oussama Al Aiz,82.623721,13.495891,82.623721,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,142789,Oussama Soukhane,61.217257,30.447849,61.217257,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,143163,Hamza Semmoumy,76.861661,15.143361,76.861661,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,144331,Oussama Raoui,82.158309,59.538141,82.158309,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,152015,Zakaria Kiani,99.845384,3.502442,99.845384,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,178342,Ettayb Boukhriss,98.510818,10.302699,98.510818,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,312413,Soulaimane El Bouchqali,54.620775,22.642999,54.620775,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,313287,Redouane Ait Lemkadem,98.43994,5.521525,98.43994,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,313974,Mohamed El Abdi,90.012313,10.644338,90.012313,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,314450,Anass Lamrabat,75.037822,16.372718,75.037822,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,314451,Houdaifa El Mahasni,87.639435,13.572601,87.639435,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,337496,Haytam Manaout,93.951963,8.62951,93.951963,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,339278,Chemseddine Knaidil,90.30626,14.383235,90.30626,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,405342,Guilherme Ferreira de Oliveira,66.171945,92.820844,66.171945,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,406864,Hamza Malki,97.279982,11.379722,97.279982,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,409454,Ayoub Tine,77.608003,14.80031,77.608003,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,442100,Marouane Ouhrou,99.638824,11.868672,99.638824,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,442286,Oussama Daoui,82.542519,14.98389,82.542519,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,442926,Ousmane Diallo,94.185371,8.922239,94.185371,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,477677,Yassine Boughaz,99.619748,10.509319,99.619748,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,522352,Hamza Fassoukh,90.921695,10.375828,90.921695,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,523288,Abdelali Khouch,54.617325,27.662497,54.617325,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,523293,Nassim Azzoubairi,94.193249,8.647554,94.193249,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,523299,Youness Noussir,63.759621,19.685875,63.759621,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,523318,Younes El Khafi,99.429102,4.633023,99.429102,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,29391,Nassim Ouammou,523998,Zakaria Aiada,91.863397,10.411645,91.863397,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,135851,Augusto de Jesus Corte Real Carneiro,99.665033,2.942712,99.665033,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,136023,Rodrigue Kossi Fiogbé,91.253187,18.28704,91.253187,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,138843,Abdelilah Madkour,90.460607,7.245631,90.460607,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,138910,Jamal Ech-Chammakh,79.024394,12.804941,79.024394,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,138927,Saad El Morsli,98.724072,7.845675,98.724072,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,138945,Mohamed Boulacsout,99.630864,2.172155,99.630864,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,138949,Ayoub Boucheta,99.484812,1.344641,99.484812,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,138956,Anas Bach,95.303925,9.05804,95.303925,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,138966,Youssef Belammari,97.180263,13.08387,97.180263,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,138999,Marouane Lemzaouri,92.705431,4.879066,92.705431,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,139549,Hamza El Janati,98.733761,3.681883,98.733761,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,139560,Hamza El Moussaoui,98.296965,6.408306,98.296965,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,139563,Ayoub Khairi,87.824306,6.827031,87.824306,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,140876,Mohamed Moufid,93.356683,6.899926,93.356683,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,141741,Oussama Al Aiz,96.941112,5.231232,96.941112,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,142789,Oussama Soukhane,83.459232,23.851003,83.459232,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,143163,Hamza Semmoumy,94.008244,5.788721,94.008244,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,144331,Oussama Raoui,96.131575,60.899113,96.131575,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,152015,Zakaria Kiani,94.738485,13.23429,94.738485,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,178342,Ettayb Boukhriss,97.877898,17.863252,97.877898,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,312413,Soulaimane El Bouchqali,79.343784,12.810296,79.343784,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,313287,Redouane Ait Lemkadem,97.749075,11.961438,97.749075,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,313974,Mohamed El Abdi,99.091809,5.880632,99.091809,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,314450,Anass Lamrabat,93.03334,8.11213,93.03334,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,314451,Houdaifa El Mahasni,98.565126,11.461759,98.565126,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,337496,Haytam Manaout,99.889467,8.075336,99.889467,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,339278,Chemseddine Knaidil,99.202289,15.073095,99.202289,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,405342,Guilherme Ferreira de Oliveira,70.719572,93.556866,70.719572,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,406864,Hamza Malki,98.434805,17.717172,98.434805,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,409454,Ayoub Tine,94.331673,4.365112,94.331673,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,442100,Marouane Ouhrou,91.641173,5.458999,91.641173,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,442286,Oussama Daoui,97.200106,4.904755,97.200106,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,442926,Ousmane Diallo,99.748699,3.267862,99.748699,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,477677,Yassine Boughaz,91.61536,5.171146,91.61536,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,522352,Hamza Fassoukh,99.006934,7.600313,99.006934,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,523288,Abdelali Khouch,79.052003,19.097483,79.052003,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,523293,Nassim Azzoubairi,99.801782,4.036772,99.801782,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,523299,Youness Noussir,85.806364,10.358878,85.806364,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,523318,Younes El Khafi,96.067529,6.310054,96.067529,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,81364,Euclides da Silva Cabral,523998,Zakaria Aiada,99.913556,1.841654,99.913556,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,135851,Augusto de Jesus Corte Real Carneiro,136023,Rodrigue Kossi Fiogbé,90.075399,17.15522,90.075399,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
FB,135851,Augusto de Jesus Corte Real Carneiro,138843,Abdelilah Madkour,89.728969,9.922029,89.728969,4,medium_research_only,SAME_ROLE_ONLY;RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
