role_family,metric,normalization_method,normalized_skewness,normalized_kurtosis,normalized_outlier_pct,normalization_quality_score,experiment_008_status
MID,ball_recoveries_90,robust_z_score,0.3501464094792638,0.3704063512319409,0.0,0.5353495850952343,not_recalibrated_full_population_unavailable
MID,ball_recoveries_90,percentile_rank,5.246207159035008e-16,-1.200000000000001,0.0,0.6000000000000011,not_recalibrated_full_population_unavailable
MID,ball_recoveries_90,min_max,0.3501464094792639,0.3704063512319409,0.0,0.5353495850952343,not_recalibrated_full_population_unavailable
MID,ball_recoveries_90,log_transform,-1.2882341388048273,2.634517834314242,5.88235294117647,2.8996107030207714,not_recalibrated_full_population_unavailable
MID,ball_recoveries_90,quantile_transform,6.135557641679744e-11,5.98449939897896,5.88235294117647,3.2863673466096586,not_recalibrated_full_population_unavailable
MID,ball_recoveries_90,winsorized_z_score,0.2468830403289443,-0.8286991360406959,0.0,0.6612326083492923,not_recalibrated_full_population_unavailable
MID,counterpressures_90,z_score,0.0890667493188173,0.0473820317662858,0.0,0.1127577652019602,not_recalibrated_full_population_unavailable
MID,counterpressures_90,robust_z_score,0.0890667493188173,0.0473820317662863,0.0,0.1127577652019605,not_recalibrated_full_population_unavailable
MID,counterpressures_90,percentile_rank,5.512963455257129e-16,-1.1999999999999995,0.0,0.6000000000000004,not_recalibrated_full_population_unavailable
MID,counterpressures_90,min_max,0.0890667493188176,0.0473820317662854,0.0,0.1127577652019603,not_recalibrated_full_population_unavailable
MID,counterpressures_90,log_transform,-1.0887785332046769,2.2393203860424244,2.941176470588235,2.355497549755301,not_recalibrated_full_population_unavailable
MID,counterpressures_90,quantile_transform,6.135647948646096e-11,5.98449939897897,5.88235294117647,3.286367346609665,not_recalibrated_full_population_unavailable
MID,counterpressures_90,winsorized_z_score,0.1821653854641864,-0.6567489362479231,0.0,0.5105398535881479,not_recalibrated_full_population_unavailable
MID,key_passes_90,z_score,1.561880860961281,2.7409359937318363,5.88235294117647,3.226466504886023,not_recalibrated_full_population_unavailable
MID,key_passes_90,robust_z_score,1.5618808609612802,2.7409359937318336,5.88235294117647,3.2264665048860204,not_recalibrated_full_population_unavailable
MID,key_passes_90,percentile_rank,5.757490060127403e-16,-1.2000000000000006,0.0,0.6000000000000009,not_recalibrated_full_population_unavailable
MID,key_passes_90,min_max,1.56188086096128,2.7409359937318336,5.88235294117647,3.2264665048860204,not_recalibrated_full_population_unavailable
MID,key_passes_90,log_transform,0.8749412865797025,0.3590953595877781,0.0,1.0544889663735917,not_recalibrated_full_population_unavailable
MID,key_passes_90,quantile_transform,6.135637900820221e-11,5.984499398978974,5.88235294117647,3.2863673466096666,not_recalibrated_full_population_unavailable
