command,return_code,status
uv run python experiments/011_provider_statsbomb_ingestion.py --source-root /home/platform/DataPlatform --target-root /home/platform/DataPlatform/tmp/master_data_warehouse_full --run-mode validate_ingestion,,not_run_in_mode
