role,player_id,player_name,score,bootstrap_mean,bootstrap_std,bootstrap_ci_low,bootstrap_ci_high,score_variance,bootstrap_samples,experiment_008_status
CB,139556,Bilal El Ouadghiri,59.605614965569465,59.40566414034159,6.176482144663792,46.59272946592143,71.03311529748758,38.14893168335064,300,not_recomputed_full_population_unavailable
CB,157113,Badr Gaddarine,55.1673296857255,55.55323193270548,10.658502140673582,34.24962150792023,77.61749066854131,113.60366788274334,300,not_recomputed_full_population_unavailable
CB,202502,Soulaimane El Amrani,33.33627865745442,32.956930753000755,8.249036048969584,18.8028160591414,50.98949098529271,68.04659573719972,300,not_recomputed_full_population_unavailable
CB,313283,Tahar Ahmed Madeira El Khalej,43.37933056215727,43.23147096117642,5.859924352427916,31.94786202949572,54.559719899682726,34.338713416177725,300,not_recomputed_full_population_unavailable
CB,314452,Zouhair Marour,54.22863132188184,55.134949455505655,7.926090440133683,41.33131441269658,69.59766339616593,62.82290966517855,300,not_recomputed_full_population_unavailable
CB,314466,Mohamed Saoud,54.75947766590858,54.93932784127434,5.939418008478212,43.27400831721804,65.97978331472201,35.27668627943529,300,not_recomputed_full_population_unavailable
CB,3252,Oussama Haddadi,58.86389384557369,59.76718265183612,10.671957377903354,37.999329115543,79.7707389414011,113.89067427578584,300,not_recomputed_full_population_unavailable
CB,338916,Johnstone Omurwa,48.188940746842086,47.753847016401416,8.932064273710498,31.173009320917835,63.51244281802841,79.78177218969545,300,not_recomputed_full_population_unavailable
CB,363239,Bilal Soufi,51.183949736607765,50.48469531763933,8.316659869271472,35.97608007407637,67.72165701785637,69.16683138115059,300,not_recomputed_full_population_unavailable
CB,407555,James Monday Ajako,55.027065073459454,54.99487443557553,6.626942282747012,43.28939744616797,69.14809431874544,43.91636401886018,300,not_recomputed_full_population_unavailable
CB,409303,Faraji Karmoune,56.66319537961723,56.36149844080884,12.195233271892674,31.29724325575721,79.10268216466623,148.72371455587808,300,not_recomputed_full_population_unavailable
CB,419744,Driss El Jabali,52.4345938473122,51.98261018869502,6.89312284141126,39.19420742182998,66.70476228449961,47.51514250678565,300,not_recomputed_full_population_unavailable
