role_family,metric,normalization_method,normalized_skewness,normalized_kurtosis,normalized_outlier_pct,normalization_quality_score
MID,op_f3_passes_90,min_max,0.6676610689936416,-0.5302095279660626,0.0,0.9327658329766729
MID,op_f3_passes_90,log_transform,-0.3607929721785853,-0.6949990056397111,0.0,0.7082924749984408
MID,op_f3_passes_90,quantile_transform,6.1355862256572e-11,5.98449939897897,5.88235294117647,3.2863673466096643
MID,op_f3_passes_90,winsorized_z_score,0.48083064864357455,-1.0958042317713965,0.0,1.0287327645292728
MID,op_passes_90,z_score,0.2540368957794308,-0.49335483000511093,0.0,0.5007143107819862
MID,op_passes_90,robust_z_score,0.254036895779431,-0.4933548300051114,0.0,0.5007143107819867
MID,op_passes_90,percentile_rank,5.023910245516575e-16,-1.200000000000001,0.0,0.6000000000000011
MID,op_passes_90,min_max,0.25403689577943006,-0.4933548300051114,0.0,0.5007143107819858
MID,op_passes_90,log_transform,-1.6964093889990395,4.43385614344635,2.941176470588235,4.060396284251627
MID,op_passes_90,quantile_transform,6.1356273473694e-11,5.9844993989789685,5.88235294117647,3.286367346609664
MID,op_passes_90,winsorized_z_score,0.05359760028353909,-1.1878244572089738,0.0,0.647509828888026
MID,through_balls_90,z_score,1.167107367001934,1.2850422404067623,0.0,1.8096284872053152
MID,through_balls_90,robust_z_score,1.167107367001934,1.2850422404067623,0.0,1.8096284872053152
MID,through_balls_90,percentile_rank,0.24791774837338612,-1.486516028345671,0.0,0.9911757625462216
MID,through_balls_90,min_max,1.167107367001934,1.2850422404067623,0.0,1.8096284872053152
MID,through_balls_90,log_transform,0.9476154814809242,0.5089640728352047,0.0,1.2020975178985265
MID,through_balls_90,quantile_transform,-0.045090212556176845,-1.3863991710626313,0.0,0.7382897980874925
MID,through_balls_90,winsorized_z_score,0.4580281358337342,-1.1775771241558122,0.0,1.0468166979116402
WINGER,crossing_ratio,z_score,0.9327522948240841,0.40445862713715997,4.0,1.334981608392664
WINGER,crossing_ratio,robust_z_score,0.9327522948240841,0.4044586271371604,4.0,1.3349816083926642
WINGER,crossing_ratio,percentile_rank,0.00034121280551774677,-1.2000186698700026,0.0,0.6003505477405191
WINGER,crossing_ratio,min_max,0.9327522948240835,0.4044586271371595,4.0,1.334981608392663
WINGER,crossing_ratio,log_transform,0.7448185322880859,-0.08112278983002952,0.0,0.7853799272031007
WINGER,crossing_ratio,quantile_transform,-0.008157759193307601,5.4626929615240645,8.0,3.1395042399553397
WINGER,crossing_ratio,winsorized_z_score,0.5719451261898573,-0.9060213477856984,0.0,1.0249558000827066
WINGER,dribble_ratio,z_score,0.05576800610819883,0.8962896372048297,4.0,0.7039128247106137
WINGER,dribble_ratio,robust_z_score,0.05576800610819827,0.8962896372048297,4.0,0.7039128247106132
WINGER,dribble_ratio,percentile_rank,0.00439862778564856,-1.1672084472419355,0.0,0.5880028514066163
WINGER,dribble_ratio,min_max,0.05576800610819881,0.8962896372048297,4.0,0.7039128247106137
WINGER,dribble_ratio,log_transform,-0.40673179369435625,1.4379518785089402,4.0,1.3257077329488263
WINGER,dribble_ratio,quantile_transform,-0.00016195214111493165,5.517800126754615,8.0,3.1590620155184226
WINGER,dribble_ratio,winsorized_z_score,0.49013798149997906,-0.32725267708950945,0.0,0.6537643200447338
WINGER,key_passes_90,z_score,1.4597282074147084,3.5332765171482574,4.0,3.4263664659888375
WINGER,key_passes_90,robust_z_score,1.4597282074147084,3.5332765171482565,4.0,3.4263664659888367
WINGER,key_passes_90,percentile_rank,-1.8783775193171205e-16,-1.2000000000000002,0.0,0.6000000000000003
WINGER,key_passes_90,min_max,1.4597282074147084,3.5332765171482547,4.0,3.4263664659888358
WINGER,key_passes_90,log_transform,0.48028681425282227,0.5011015254692088,0.0,0.7308375769874267
WINGER,key_passes_90,quantile_transform,6.190095904285407e-11,5.487249497425395,8.0,3.1436247487745987
WINGER,key_passes_90,winsorized_z_score,0.32715429386500783,-0.9723041333214728,0.0,0.8133063605257442
WINGER,np_shots_90,z_score,-0.35027899661292683,-0.8386486909178203,0.0,0.769603342071837
WINGER,np_shots_90,robust_z_score,-0.3502789966129277,-0.8386486909178195,0.0,0.7696033420718374
WINGER,np_shots_90,percentile_rank,-1.6012398525326278e-16,-1.1999999999999993,0.0,0.5999999999999998
WINGER,np_shots_90,min_max,-0.3502789966129277,-0.8386486909178186,0.0,0.769603342071837
WINGER,np_shots_90,log_transform,-0.8126423569793771,-0.20525575284987152,4.0,1.115270233404313
WINGER,np_shots_90,quantile_transform,6.190121273903414e-11,5.48724949742539,8.0,3.143624748774596
WINGER,np_shots_90,winsorized_z_score,-0.287645834031934,-1.0137928671602263,0.0,0.7945422676120472
WINGER,np_xg_90,z_score,0.6907153850122687,-0.700845224915883,0.0,1.0411379974702102
WINGER,np_xg_90,robust_z_score,0.6907153850122687,-0.7008452249158839,0.0,1.0411379974702106
WINGER,np_xg_90,percentile_rank,-1.1162489356597643e-16,-1.2000000000000002,0.0,0.6000000000000002
WINGER,np_xg_90,min_max,0.6907153850122693,-0.7008452249158834,0.0,1.0411379974702109
WINGER,np_xg_90,log_transform,0.6079925342518502,-0.8152812596327279,0.0,1.0156331640682141
WINGER,np_xg_90,quantile_transform,6.189950628693438e-11,5.487249497425349,8.0,3.143624748774574
WINGER,np_xg_90,winsorized_z_score,0.6295794489447125,-0.9270487035691151,0.0,1.0931038007292702
WINGER,obv_dribble_carry_90,z_score,0.6496973712808366,1.0089092987410622,4.0,1.3541520206513675
WINGER,obv_dribble_carry_90,robust_z_score,0.6496973712808364,1.0089092987410622,4.0,1.3541520206513675
WINGER,obv_dribble_carry_90,percentile_rank,-2.1555151861016143e-16,-1.1999999999999993,0.0,0.5999999999999999
WINGER,obv_dribble_carry_90,min_max,0.6496973712808377,1.008909298741064,4.0,1.3541520206513697
WINGER,obv_dribble_carry_90,log_transform,0.50338238710224,0.6951237613873689,4.0,1.0509442677959244
WINGER,obv_dribble_carry_90,quantile_transform,6.190104651594007e-11,5.487249497425397,8.0,3.1436247487745996
WINGER,obv_dribble_carry_90,winsorized_z_score,-0.021774813676337303,-0.8061710541178297,0.0,0.4248603407352522
WINGER,obv_pass_90,z_score,0.5145265051378662,0.3212184609069455,4.0,0.875135735591339
WINGER,obv_pass_90,robust_z_score,0.5145265051378665,0.3212184609069437,4.0,0.8751357355913383
WINGER,obv_pass_90,percentile_rank,-1.3625935283570911e-16,-1.200000000000001,0.0,0.6000000000000006
WINGER,obv_pass_90,min_max,0.5145265051378669,0.3212184609069446,4.0,0.8751357355913392
WINGER,obv_pass_90,log_transform,0.3640612199488589,0.16869470744097503,0.0,0.44840857366934644
WINGER,obv_pass_90,quantile_transform,6.189758066750472e-11,5.487249497425383,8.0,3.143624748774589
WINGER,obv_pass_90,winsorized_z_score,0.31307772868929745,-0.4032480080312797,0.0,0.5147017327049372
CF,aerial_ratio,z_score,-0.17164720830277153,-0.5634299536019229,0.0,0.453362185103733
CF,aerial_ratio,robust_z_score,-0.17164720830277166,-0.5634299536019243,0.0,0.45336218510373383
CF,aerial_ratio,percentile_rank,2.8975546439088083e-16,-1.2000000000000002,0.0,0.6000000000000004
CF,aerial_ratio,min_max,-0.17164720830277153,-0.5634299536019247,0.0,0.4533621851037339
CF,aerial_ratio,log_transform,-0.36239828192317003,-0.6841906269522879,0.0,0.704493595399314
CF,aerial_ratio,quantile_transform,6.146040740312059e-11,5.215361342457381,9.090909090909092,3.062226125835606
CF,aerial_ratio,winsorized_z_score,-0.5410459112695231,-1.0951886328237506,0.0,1.0886402276813985
CF,aerial_wins_90,z_score,0.9516142363206788,0.7652618358836509,0.0,1.3342451542625042
CF,aerial_wins_90,robust_z_score,0.9516142363206787,0.76526183588365,0.0,1.3342451542625038
CF,aerial_wins_90,percentile_rank,1.5406510057856594e-15,-1.1999999999999988,0.0,0.600000000000001
