role,player_id,player_name,metric,contribution_type,contribution_delta
MID,138860,Youssef Michte,op_f3_passes_90,negative,-16.517926848485704
MID,138860,Youssef Michte,obv_pass_90,negative,-10.80364113419999
MID,138872,Oussama Mahrous,obv_dribble_carry_90,positive,22.214751722493816
MID,138872,Oussama Mahrous,counterpressures_90,positive,14.622728115448652
MID,138872,Oussama Mahrous,key_passes_90,positive,5.071894579636663
MID,138872,Oussama Mahrous,through_balls_90,negative,-29.21381970607762
MID,138872,Oussama Mahrous,op_f3_passes_90,negative,-6.356676848934754
MID,138872,Oussama Mahrous,ball_recoveries_90,negative,-5.696486727917687
MID,138873,Abdelghafour Lamirat,through_balls_90,positive,26.579643913638527
MID,138873,Abdelghafour Lamirat,ball_recoveries_90,positive,6.092154793405108
MID,138873,Abdelghafour Lamirat,counterpressures_90,positive,1.0096256384023121
MID,138873,Abdelghafour Lamirat,op_f3_passes_90,negative,-16.277498943504334
MID,138873,Abdelghafour Lamirat,obv_pass_90,negative,-16.277498943504334
MID,138873,Abdelghafour Lamirat,key_passes_90,negative,-1.991784657790049
MID,138983,Zine Eddine Derrag,through_balls_90,positive,25.72824233006682
MID,138983,Zine Eddine Derrag,obv_pass_90,positive,14.299670901495404
MID,138983,Zine Eddine Derrag,op_f3_passes_90,positive,14.299670901495404
MID,138983,Zine Eddine Derrag,counterpressures_90,negative,-23.779869440355633
MID,138983,Zine Eddine Derrag,obv_dribble_carry_90,negative,-17.12890052707604
MID,138983,Zine Eddine Derrag,key_passes_90,negative,-17.12890052707604
MID,139565,Larbi Naji,ball_recoveries_90,positive,53.77514537980371
MID,139565,Larbi Naji,obv_pass_90,positive,25.20371680837514
MID,139565,Larbi Naji,obv_dribble_carry_90,positive,-9.081997477339144
MID,139565,Larbi Naji,through_balls_90,negative,-23.367711763053432
MID,139565,Larbi Naji,op_f3_passes_90,negative,-17.65342604876772
MID,139565,Larbi Naji,key_passes_90,negative,-14.796283191624862
MID,140872,Mohamed Rabie Hrimat,obv_dribble_carry_90,positive,37.37323955833432
MID,140872,Mohamed Rabie Hrimat,op_f3_passes_90,positive,34.51609670119146
MID,140872,Mohamed Rabie Hrimat,obv_pass_90,positive,25.94466812976289
MID,140872,Mohamed Rabie Hrimat,counterpressures_90,negative,-44.31069215491347
MID,140872,Mohamed Rabie Hrimat,through_balls_90,negative,-39.76961758452282
MID,140872,Mohamed Rabie Hrimat,ball_recoveries_90,negative,-13.984077065329515
MID,141254,Hamza Afsal,key_passes_90,positive,27.43704833222241
MID,141254,Hamza Afsal,obv_dribble_carry_90,positive,24.579905475079563
MID,141254,Hamza Afsal,op_f3_passes_90,positive,-1.134380239206159
MID,141254,Hamza Afsal,obv_pass_90,negative,-21.134380239206152
MID,141254,Hamza Afsal,counterpressures_90,negative,-16.39518055759556
MID,141254,Hamza Afsal,ball_recoveries_90,negative,-9.361489674945055
MID,143166,Zakaria Fati,through_balls_90,positive,40.32505033693165
MID,143166,Zakaria Fati,obv_dribble_carry_90,positive,31.753621765503084
MID,143166,Zakaria Fati,key_passes_90,positive,17.467907479788806
MID,143166,Zakaria Fati,obv_pass_90,negative,-48.24637823449691
MID,143166,Zakaria Fati,ball_recoveries_90,negative,-27.244317815784637
MID,143166,Zakaria Fati,counterpressures_90,negative,-22.95236244030221
MID,144436,Anas Serrhat,obv_dribble_carry_90,positive,25.72799366409184
MID,144436,Anas Serrhat,obv_pass_90,positive,8.585136521234702
MID,144436,Anas Serrhat,through_balls_90,positive,5.727993664091855
MID,144436,Anas Serrhat,counterpressures_90,negative,-27.826069385270245
MID,144436,Anas Serrhat,key_passes_90,negative,-5.70057776447959
MID,144436,Anas Serrhat,ball_recoveries_90,negative,-3.671041792331792
MID,151743,Mohamed Al Makahasi,obv_pass_90,positive,32.270294557167496
MID,151743,Mohamed Al Makahasi,op_f3_passes_90,positive,26.556008842881788
MID,151743,Mohamed Al Makahasi,obv_dribble_carry_90,positive,-2.0154197285467816
MID,151743,Mohamed Al Makahasi,ball_recoveries_90,negative,-34.20275304742539
MID,151743,Mohamed Al Makahasi,counterpressures_90,negative,-15.72014830984066
MID,151743,Mohamed Al Makahasi,through_balls_90,negative,-4.872562585689643
MID,194912,Faouzi Abd El Mouttalib,op_f3_passes_90,positive,21.20429951484249
MID,194912,Faouzi Abd El Mouttalib,ball_recoveries_90,positive,20.028569834839274
MID,194912,Faouzi Abd El Mouttalib,counterpressures_90,positive,13.9499325909483
MID,194912,Faouzi Abd El Mouttalib,key_passes_90,negative,-21.652843342300365
MID,194912,Faouzi Abd El Mouttalib,obv_dribble_carry_90,negative,-15.938557628014653
MID,194912,Faouzi Abd El Mouttalib,through_balls_90,negative,-10.224271913728938
MID,312413,Soulaimane El Bouchqali,key_passes_90,positive,38.46037950531917
MID,312413,Soulaimane El Bouchqali,op_f3_passes_90,positive,27.03180807674775
MID,312413,Soulaimane El Bouchqali,key_passes_90,positive,24.17466521960489
MID,312413,Soulaimane El Bouchqali,ball_recoveries_90,negative,-55.82533478039511
MID,312413,Soulaimane El Bouchqali,obv_pass_90,negative,-52.968191923252256
MID,312413,Soulaimane El Bouchqali,through_balls_90,negative,-32.96819192325225
MID,313284,Achraf Harmach,key_passes_90,positive,23.175650372850626
MID,313284,Achraf Harmach,through_balls_90,positive,20.31850751570775
MID,313284,Achraf Harmach,obv_pass_90,positive,14.604221801422042
MID,313284,Achraf Harmach,ball_recoveries_90,negative,-36.825088181325214
MID,313284,Achraf Harmach,obv_dribble_carry_90,negative,-36.82434962714939
MID,313284,Achraf Harmach,counterpressures_90,negative,6.661122031357863
MID,407207,Ennaama El Bellali,counterpressures_90,positive,18.49659950028653
MID,407207,Ennaama El Bellali,obv_pass_90,positive,1.7680457208992735
MID,407207,Ennaama El Bellali,obv_dribble_carry_90,positive,1.7680457208992735
MID,407207,Ennaama El Bellali,op_f3_passes_90,negative,-9.660525707672154
MID,407207,Ennaama El Bellali,through_balls_90,negative,-9.660525707672154
MID,407207,Ennaama El Bellali,key_passes_90,negative,-3.946239993386442
MID,407506,Oussama Nourdine,counterpressures_90,positive,48.545522122551695
MID,407506,Oussama Nourdine,ball_recoveries_90,positive,12.192179690534807
MID,407506,Oussama Nourdine,obv_dribble_carry_90,positive,7.852459637382701
MID,407506,Oussama Nourdine,key_passes_90,negative,-29.290397505474452
MID,407506,Oussama Nourdine,obv_pass_90,negative,-17.86182607690302
MID,407506,Oussama Nourdine,through_balls_90,negative,-15.004683219760164
MID,407852,Abdessamad Mahir,ball_recoveries_90,positive,29.483961386158107
MID,407852,Abdessamad Mahir,obv_pass_90,positive,25.903382350268053
MID,407852,Abdessamad Mahir,obv_dribble_carry_90,positive,11.617668064553747
MID,407852,Abdessamad Mahir,key_passes_90,negative,-36.953760506874815
MID,407852,Abdessamad Mahir,op_f3_passes_90,negative,-31.2394747925891
MID,407852,Abdessamad Mahir,through_balls_90,negative,-5.525189078303377
MID,415853,Claude Gnolou,ball_recoveries_90,positive,25.04392549507081
MID,415853,Claude Gnolou,counterpressures_90,positive,21.30100857111033
MID,415853,Claude Gnolou,obv_pass_90,positive,10.159584615335206
MID,415853,Claude Gnolou,through_balls_90,negative,-24.126129670379076
MID,415853,Claude Gnolou,op_f3_passes_90,negative,-21.26898681323622
MID,415853,Claude Gnolou,key_passes_90,negative,-12.697558241807648
MID,416303,El Mahdi Akoumi,counterpressures_90,positive,52.021850774957976
MID,416303,El Mahdi Akoumi,ball_recoveries_90,positive,16.440323921680722
MID,416303,El Mahdi Akoumi,obv_pass_90,positive,-2.263863510756302
MID,416303,El Mahdi Akoumi,obv_dribble_carry_90,negative,-25.121006367899167
MID,416303,El Mahdi Akoumi,through_balls_90,negative,-25.121006367899167
MID,416303,El Mahdi Akoumi,key_passes_90,negative,-10.835292082184878
MID,424979,Soufiane Tazi,counterpressures_90,positive,20.348579413948002
MID,424979,Soufiane Tazi,key_passes_90,positive,20.257826040376784
MID,424979,Soufiane Tazi,op_f3_passes_90,positive,11.686397468948215
MID,424979,Soufiane Tazi,ball_recoveries_90,negative,-30.20913818726045
MID,424979,Soufiane Tazi,obv_dribble_carry_90,negative,-16.88503110248036
MID,424979,Soufiane Tazi,obv_pass_90,negative,-8.313602531051785
MID,442288,Adnane Berdad,through_balls_90,positive,14.266504920403918
MID,442288,Adnane Berdad,ball_recoveries_90,positive,7.063869616374454
MID,442288,Adnane Berdad,obv_dribble_carry_90,positive,2.8379334918324943
MID,442288,Adnane Berdad,op_f3_passes_90,negative,-20.019209365310363
MID,442288,Adnane Berdad,obv_pass_90,negative,-8.590637936738936
MID,442288,Adnane Berdad,counterpressures_90,negative,1.6036057816059142
MID,442292,Abdellatif El Bajjani,ball_recoveries_90,positive,15.506836822999311
MID,442292,Abdellatif El Bajjani,obv_dribble_carry_90,positive,9.391536386569662
MID,442292,Abdellatif El Bajjani,counterpressures_90,positive,8.964052672723824
MID,442292,Abdellatif El Bajjani,key_passes_90,negative,-24.894177899144623
MID,442292,Abdellatif El Bajjani,op_f3_passes_90,negative,-10.608463613430338
MID,442292,Abdellatif El Bajjani,obv_pass_90,negative,-2.0370350420017758
MID,443951,Youness Akharraz,obv_pass_90,positive,60.903084713157824
MID,443951,Youness Akharraz,ball_recoveries_90,positive,6.972676810962646
MID,443951,Youness Akharraz,key_passes_90,positive,-4.811201001127909
MID,443951,Youness Akharraz,op_f3_passes_90,negative,-21.95405814398505
MID,443951,Youness Akharraz,counterpressures_90,negative,-17.202386091037432
MID,443951,Youness Akharraz,obv_dribble_carry_90,negative,-16.239772429699336
MID,446355,Ishak Zidani,counterpressures_90,positive,35.53390176774139
MID,446355,Ishak Zidani,key_passes_90,positive,7.806592191755428
MID,446355,Ishak Zidani,op_f3_passes_90,positive,4.949449334612574
MID,446355,Ishak Zidani,obv_dribble_carry_90,negative,-23.621979236815996
MID,446355,Ishak Zidani,through_balls_90,negative,-20.764836379673138
MID,446355,Ishak Zidani,ball_recoveries_90,negative,-8.852577012232835
MID,450709,Joseph Bakasu       ,through_balls_90,positive,30.62640161740461
MID,450709,Joseph Bakasu       ,counterpressures_90,positive,12.614736089090584
MID,450709,Joseph Bakasu       ,key_passes_90,positive,10.626401617404625
MID,450709,Joseph Bakasu       ,obv_dribble_carry_90,negative,-26.51645552545253
MID,450709,Joseph Bakasu       ,op_f3_passes_90,negative,-20.802169811166813
MID,450709,Joseph Bakasu       ,obv_pass_90,negative,-3.6593126683096706
MID,477679,Redouane Oubidar,ball_recoveries_90,positive,28.82299741288203
MID,477679,Redouane Oubidar,counterpressures_90,positive,11.736173870160265
MID,477679,Redouane Oubidar,op_f3_passes_90,positive,2.7453086005343934
MID,477679,Redouane Oubidar,obv_pass_90,negative,-11.540405685179895
MID,477679,Redouane Oubidar,key_passes_90,negative,-11.540405685179895
MID,477679,Redouane Oubidar,through_balls_90,negative,-11.540405685179895
MID,477680,Hamza Saoud,obv_pass_90,positive,36.21236374027491
MID,477680,Hamza Saoud,obv_dribble_carry_90,positive,33.35522088313205
MID,477680,Hamza Saoud,key_passes_90,positive,7.64093516884634
MID,477680,Hamza Saoud,through_balls_90,negative,-38.07335054543937
MID,477680,Hamza Saoud,counterpressures_90,negative,-26.419873124852316
MID,477680,Hamza Saoud,ball_recoveries_90,negative,-11.78480271937935
MID,477682,Ayoub Benaadi,obv_pass_90,positive,23.084268185230002
MID,477682,Ayoub Benaadi,key_passes_90,positive,23.084268185230002
MID,477682,Ayoub Benaadi,through_balls_90,positive,23.084268185230002
MID,477682,Ayoub Benaadi,ball_recoveries_90,negative,-46.154753518549185
MID,477682,Ayoub Benaadi,counterpressures_90,negative,-34.98087312188652
MID,477682,Ayoub Benaadi,obv_dribble_carry_90,negative,3.084268185230002
MID,523308,Adil Khalloufi,obv_dribble_carry_90,positive,16.98877664047002
MID,523308,Adil Khalloufi,ball_recoveries_90,positive,5.700731219574038
MID,523308,Adil Khalloufi,through_balls_90,positive,5.560205211898577
MID,523308,Adil Khalloufi,counterpressures_90,negative,-16.358900136209797
MID,523308,Adil Khalloufi,op_f3_passes_90,negative,-8.725509073815715
MID,523308,Adil Khalloufi,obv_pass_90,negative,-5.868366216672854
MID,523973,Hamza Rafa,ball_recoveries_90,positive,26.893226564006866
MID,523973,Hamza Rafa,counterpressures_90,positive,23.102723274307884
MID,523973,Hamza Rafa,obv_dribble_carry_90,positive,2.000810032337043
MID,523973,Hamza Rafa,key_passes_90,negative,-20.85633282480581
MID,523973,Hamza Rafa,op_f3_passes_90,negative,-15.142047110520098
MID,523973,Hamza Rafa,obv_pass_90,negative,-12.284904253377242
MID,523996,Fred Duval Ngoma,obv_dribble_carry_90,positive,28.23584242599489
MID,523996,Fred Duval Ngoma,through_balls_90,positive,11.092985283137736
MID,523996,Fred Duval Ngoma,ball_recoveries_90,positive,9.669408170759432
MID,523996,Fred Duval Ngoma,obv_pass_90,negative,-31.76415757400512
MID,523996,Fred Duval Ngoma,counterpressures_90,negative,-19.4200488721624
MID,523996,Fred Duval Ngoma,key_passes_90,negative,-0.3355861454336946
WINGER,3302,Nordin Amrabat,key_passes_90,positive,33.26696651312717
WINGER,3302,Nordin Amrabat,dribble_ratio,positive,29.266966513127173
WINGER,3302,Nordin Amrabat,crossing_ratio,positive,15.266966513127173
WINGER,3302,Nordin Amrabat,np_shots_90,negative,-46.73303348687283
WINGER,3302,Nordin Amrabat,np_xg_90,negative,-46.73303348687283
WINGER,3302,Nordin Amrabat,obv_dribble_carry_90,negative,5.2770476837308
WINGER,7550,Mounir Chouiar,crossing_ratio,positive,24.26779330957192
WINGER,7550,Mounir Chouiar,dribble_ratio,positive,12.267793309571921
WINGER,7550,Mounir Chouiar,key_passes_90,positive,8.267793309571921
WINGER,7550,Mounir Chouiar,obv_pass_90,negative,-38.806449662045964
WINGER,7550,Mounir Chouiar,np_xg_90,negative,-7.732206690428072
WINGER,7550,Mounir Chouiar,obv_dribble_carry_90,negative,-2.5325168858136564
WINGER,16208,Arthur Kevin Yamga,crossing_ratio,positive,65.9723698136122
WINGER,16208,Arthur Kevin Yamga,obv_pass_90,positive,15.302881240639955
WINGER,16208,Arthur Kevin Yamga,dribble_ratio,positive,-6.027630186387796
WINGER,16208,Arthur Kevin Yamga,obv_dribble_carry_90,negative,-25.16473030870098
WINGER,16208,Arthur Kevin Yamga,np_shots_90,negative,-22.027630186387796
WINGER,16208,Arthur Kevin Yamga,key_passes_90,negative,-18.027630186387796
WINGER,34952,Soufyan Ahannach,key_passes_90,positive,30.493051655546928
WINGER,34952,Soufyan Ahannach,np_shots_90,positive,6.493051655546928
WINGER,34952,Soufyan Ahannach,dribble_ratio,positive,6.493051655546928
WINGER,34952,Soufyan Ahannach,np_xg_90,negative,-29.506948344453072
WINGER,34952,Soufyan Ahannach,obv_dribble_carry_90,negative,-13.15493304186348
WINGER,34952,Soufyan Ahannach,crossing_ratio,negative,-1.5069483444530718
WINGER,132614,Walid Nassi Ouled Bentle,crossing_ratio,positive,45.25747555308125
WINGER,132614,Walid Nassi Ouled Bentle,obv_dribble_carry_90,positive,26.088264670010403
WINGER,132614,Walid Nassi Ouled Bentle,key_passes_90,positive,13.25747555308125
WINGER,132614,Walid Nassi Ouled Bentle,np_shots_90,negative,-42.74252444691875
WINGER,132614,Walid Nassi Ouled Bentle,obv_pass_90,negative,-20.375642435416665
WINGER,132614,Walid Nassi Ouled Bentle,np_xg_90,negative,-14.74252444691875
WINGER,134249,Adam Ennaffati,dribble_ratio,positive,42.30130511933214
WINGER,134249,Adam Ennaffati,key_passes_90,positive,38.30130511933214
WINGER,134249,Adam Ennaffati,np_shots_90,positive,10.301305119332142
WINGER,134249,Adam Ennaffati,crossing_ratio,negative,-33.69869488066786
WINGER,134249,Adam Ennaffati,np_xg_90,negative,-25.698694880667855
WINGER,134249,Adam Ennaffati,obv_dribble_carry_90,negative,-19.653904261506455
WINGER,138895,Abdelfattah Hadraf,dribble_ratio,positive,40.96550007132623
WINGER,138895,Abdelfattah Hadraf,crossing_ratio,positive,24.965500071326233
WINGER,138895,Abdelfattah Hadraf,key_passes_90,positive,16.965500071326233
WINGER,138895,Abdelfattah Hadraf,np_xg_90,negative,-23.034499928673767
WINGER,138895,Abdelfattah Hadraf,obv_pass_90,negative,-21.064977886757767
WINGER,138895,Abdelfattah Hadraf,obv_dribble_carry_90,negative,-19.762522469873375
WINGER,139001,Youssef Anouar,dribble_ratio,positive,29.810788914998355
WINGER,139001,Youssef Anouar,key_passes_90,positive,21.810788914998355
WINGER,139001,Youssef Anouar,obv_pass_90,positive,18.250174450360362
WINGER,139001,Youssef Anouar,np_xg_90,negative,-46.189211085001645
WINGER,139001,Youssef Anouar,crossing_ratio,negative,-14.189211085001645
WINGER,139001,Youssef Anouar,np_shots_90,negative,-14.189211085001645
WINGER,139008,Amine Souane,np_shots_90,positive,37.36830745135668
WINGER,139008,Amine Souane,np_xg_90,positive,29.368307451356678
WINGER,139008,Amine Souane,dribble_ratio,positive,13.368307451356678
WINGER,139008,Amine Souane,obv_dribble_carry_90,negative,-50.63169254864332
WINGER,139008,Amine Souane,key_passes_90,negative,-34.63169254864332
WINGER,139008,Amine Souane,obv_pass_90,negative,-4.209844708140082
WINGER,139017,Salah-eddine Benyachou,np_shots_90,positive,41.56249426533781
WINGER,139017,Salah-eddine Benyachou,np_xg_90,positive,37.56249426533781
WINGER,139017,Salah-eddine Benyachou,crossing_ratio,positive,-6.437505734662189
WINGER,139017,Salah-eddine Benyachou,dribble_ratio,negative,-24.43750573466219
WINGER,139017,Salah-eddine Benyachou,obv_dribble_carry_90,negative,-19.093319629871182
WINGER,139017,Salah-eddine Benyachou,obv_pass_90,negative,-18.719151696817868
WINGER,139568,Youssef Zghoudi,np_xg_90,positive,38.82966788722259
WINGER,139568,Youssef Zghoudi,obv_pass_90,positive,29.779633841238073
WINGER,139568,Youssef Zghoudi,key_passes_90,positive,2.829667887222591
WINGER,139568,Youssef Zghoudi,dribble_ratio,negative,-29.17033211277741
WINGER,139568,Youssef Zghoudi,crossing_ratio,negative,-21.17033211277741
WINGER,139568,Youssef Zghoudi,np_shots_90,negative,-13.170332112777409
WINGER,140874,Reda Slim,key_passes_90,positive,29.43874043352652
WINGER,140874,Reda Slim,obv_pass_90,positive,29.43874043352652
WINGER,140874,Reda Slim,crossing_ratio,positive,5.438740433526519
WINGER,140874,Reda Slim,dribble_ratio,negative,-34.56125956647348
WINGER,140874,Reda Slim,np_shots_90,negative,-34.56125956647348
WINGER,140874,Reda Slim,obv_dribble_carry_90,negative,-0.6324426011590987
WINGER,143490,Ahmed Hammoudan,obv_dribble_carry_90,positive,43.27396110136335
WINGER,143490,Ahmed Hammoudan,crossing_ratio,positive,6.533845342096214
WINGER,143490,Ahmed Hammoudan,dribble_ratio,positive,-1.4661546579037932
WINGER,143490,Ahmed Hammoudan,obv_pass_90,negative,-35.94318781184444
WINGER,143490,Ahmed Hammoudan,key_passes_90,negative,-9.466154657903793
WINGER,143490,Ahmed Hammoudan,np_xg_90,negative,-1.4661546579037932
WINGER,179311,Imad Riahi,key_passes_90,positive,28.856140900006068
WINGER,179311,Imad Riahi,dribble_ratio,positive,24.856140900006068
WINGER,179311,Imad Riahi,obv_pass_90,positive,20.392314320891728
WINGER,179311,Imad Riahi,np_shots_90,negative,-35.14385909999393
WINGER,179311,Imad Riahi,np_xg_90,negative,-35.14385909999393
WINGER,179311,Imad Riahi,crossing_ratio,negative,-3.143859099993932
WINGER,199611,Youssef Mehri,np_xg_90,positive,58.33652932042425
WINGER,199611,Youssef Mehri,np_shots_90,positive,38.33652932042425
WINGER,199611,Youssef Mehri,obv_pass_90,positive,-6.019175922545468
WINGER,199611,Youssef Mehri,obv_dribble_carry_90,negative,-37.66347067957575
WINGER,199611,Youssef Mehri,key_passes_90,negative,-33.66347067957575
WINGER,199611,Youssef Mehri,crossing_ratio,negative,-11.663470679575752
WINGER,275341,Yazid Faffa,obv_dribble_carry_90,positive,65.11973691231728
WINGER,275341,Yazid Faffa,np_shots_90,positive,17.119736912317286
WINGER,275341,Yazid Faffa,np_xg_90,positive,9.119736912317286
WINGER,275341,Yazid Faffa,crossing_ratio,negative,-30.880263087682714
WINGER,275341,Yazid Faffa,obv_pass_90,negative,-30.71842147390369
WINGER,275341,Yazid Faffa,dribble_ratio,negative,-18.880263087682714
WINGER,312935,Amine Azri,obv_dribble_carry_90,positive,34.06521640546288
WINGER,312935,Amine Azri,np_shots_90,positive,34.06521640546288
WINGER,312935,Amine Azri,np_xg_90,positive,18.065216405462877
WINGER,312935,Amine Azri,dribble_ratio,negative,-53.93478359453712
WINGER,312935,Amine Azri,crossing_ratio,negative,-33.93478359453712
WINGER,312935,Amine Azri,key_passes_90,negative,-1.934783594537123
WINGER,358748,Abdellah Ait Brahim,obv_pass_90,positive,31.870807673740316
WINGER,358748,Abdellah Ait Brahim,key_passes_90,positive,24.11276542723099
WINGER,358748,Abdellah Ait Brahim,np_shots_90,positive,0.11276542723099325
WINGER,358748,Abdellah Ait Brahim,np_xg_90,negative,-23.88723457276901
WINGER,358748,Abdellah Ait Brahim,obv_dribble_carry_90,negative,-16.43463480989527
WINGER,358748,Abdellah Ait Brahim,crossing_ratio,negative,-11.88723457276901
WINGER,381935,Ismail Mihrab,obv_dribble_carry_90,positive,30.15830689278998
WINGER,381935,Ismail Mihrab,np_xg_90,positive,28.45118477049226
WINGER,381935,Ismail Mihrab,dribble_ratio,positive,12.451184770492262
WINGER,381935,Ismail Mihrab,crossing_ratio,negative,-51.54881522950774
WINGER,381935,Ismail Mihrab,obv_pass_90,negative,-20.414230745251295
WINGER,381935,Ismail Mihrab,key_passes_90,negative,-11.548815229507738
WINGER,409131,Abdellatif Benkassou,np_shots_90,positive,43.50295537600978
WINGER,409131,Abdellatif Benkassou,np_xg_90,positive,23.50295537600978
WINGER,409131,Abdellatif Benkassou,dribble_ratio,positive,11.50295537600978
WINGER,409131,Abdellatif Benkassou,obv_pass_90,negative,-36.49704462399022
WINGER,409131,Abdellatif Benkassou,key_passes_90,negative,-24.49704462399022
WINGER,409131,Abdellatif Benkassou,crossing_ratio,negative,-10.49704462399022
WINGER,435547,Abdallah Ziani,np_xg_90,positive,48.39646927481743
WINGER,435547,Abdallah Ziani,np_shots_90,positive,40.39646927481743
WINGER,435547,Abdallah Ziani,obv_dribble_carry_90,positive,21.596620269586545
WINGER,435547,Abdallah Ziani,dribble_ratio,negative,-43.60353072518257
WINGER,435547,Abdallah Ziani,key_passes_90,negative,-31.603530725182573
WINGER,435547,Abdallah Ziani,obv_pass_90,negative,-23.578966643673642
WINGER,449373,Marouane Oujeddou,dribble_ratio,positive,32.026719233625194
WINGER,449373,Marouane Oujeddou,np_shots_90,positive,8.026719233625201
WINGER,449373,Marouane Oujeddou,key_passes_90,positive,8.026719233625201
WINGER,449373,Marouane Oujeddou,obv_pass_90,negative,-30.492141688148518
WINGER,449373,Marouane Oujeddou,crossing_ratio,negative,-11.973280766374806
WINGER,449373,Marouane Oujeddou,obv_dribble_carry_90,negative,-9.641454479977384
WINGER,460266,Youness Dahmani,np_shots_90,positive,23.501785062984602
WINGER,460266,Youness Dahmani,crossing_ratio,positive,19.501785062984602
WINGER,460266,Youness Dahmani,dribble_ratio,positive,7.501785062984602
WINGER,460266,Youness Dahmani,key_passes_90,negative,-32.49821493701539
WINGER,460266,Youness Dahmani,obv_pass_90,negative,-23.030686652123364
WINGER,460266,Youness Dahmani,obv_dribble_carry_90,negative,-2.4782386627996402
WINGER,477555,Adam Brika,crossing_ratio,positive,24.542918920548992
WINGER,477555,Adam Brika,np_xg_90,positive,18.542918920548992
WINGER,477555,Adam Brika,dribble_ratio,positive,2.542918920548992
WINGER,477555,Adam Brika,np_shots_90,negative,-21.457081079451008
WINGER,477555,Adam Brika,key_passes_90,negative,-13.457081079451008
WINGER,477555,Adam Brika,obv_dribble_carry_90,negative,-11.694265535985103
WINGER,523312,Brahim Mansouri,crossing_ratio,positive,48.39167464562983
WINGER,523312,Brahim Mansouri,key_passes_90,positive,12.391674645629827
WINGER,523312,Brahim Mansouri,dribble_ratio,positive,0.391674645629827
WINGER,523312,Brahim Mansouri,np_shots_90,negative,-31.608325354370173
WINGER,523312,Brahim Mansouri,np_xg_90,negative,-27.608325354370173
WINGER,523312,Brahim Mansouri,obv_dribble_carry_90,negative,-1.3880114801094052
