provider_dataset,path,available,row_count
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4049884/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4034286/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4059480/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4049879/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4031434/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4031426/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4059484/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4057965/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4034291/lineups.json,False,0
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4057973/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4049877/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4057963/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4057977/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4059491/lineups.json,False,0
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4047791/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4047798/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4057976/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4033220/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4057957/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4034576/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4057182/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4047800/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4034287/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4059483/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4049874/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4059486/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4059482/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4031433/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4049878/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4034289/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4051537/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4033228/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4047788/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4057468/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4031436/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4057960/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4057968/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4030234/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4030236/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4057178/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4057180/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4057966/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4059490/lineups.json,False,0
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4057467/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4031424/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4049876/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4030235/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4049872/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4049881/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4034577/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4051487/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4033223/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4049880/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4031427/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4057185/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4051529/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4047799/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4049883/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4033225/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4030233/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4049887/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4057970/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4034288/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4051544/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4033224/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4033441/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4051490/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4057466/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4059487/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4057979/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4020502/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4047786/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4033442/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4034285/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4047797/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4047789/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4034290/lineups.json,False,0
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4033222/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4051543/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4057971/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4059485/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4051485/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_identity/statsbomb_raw/lineups/extracted_date=2026-06-02/run_id=botola_identity_minimal_20260602T203944Z/match_id=4034579/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse_real_3773386/silver/silver_lineups.jsonl,True,44
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse_real_3773386/raw/statsbomb/lineups/3773386/lineups.json.meta.json,True,1
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse_real_3773386/raw/statsbomb/lineups/3773386/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_poc/raw/lineups/extracted_date=2026-06-09/run_id=botola_statsbomb_backfill_20260609T104210Z/match_id=3960262/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_poc/raw/lineups/extracted_date=2026-06-09/run_id=botola_statsbomb_backfill_20260609T104210Z/match_id=4020498/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_poc/raw/lineups/extracted_date=2026-06-09/run_id=botola_statsbomb_backfill_20260609T104210Z/match_id=4020497/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/botola_poc/raw/lineups/extracted_date=2026-06-09/run_id=botola_statsbomb_backfill_20260609T104210Z/match_id=3960263/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse/bronze/bronze_raw_statsbomb_lineups.jsonl,True,22
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse/silver/silver_lineups.jsonl,True,450
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/lineups/4030232/lineups.json.meta.json,True,1
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/lineups/4030232/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/lineups/4020499/lineups.json.meta.json,True,1
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/lineups/4020499/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/lineups/3943077/lineups.json.meta.json,True,1
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/lineups/3943077/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/lineups/4020501/lineups.json.meta.json,True,1
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/lineups/4020501/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/lineups/4020504/lineups.json.meta.json,True,1
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/lineups/4020504/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/lineups/4020500/lineups.json.meta.json,True,1
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/lineups/4020500/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/lineups/4020498/lineups.json.meta.json,True,1
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/lineups/4020498/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/lineups/4030233/lineups.json.meta.json,True,1
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/lineups/4030233/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/lineups/4020497/lineups.json.meta.json,True,1
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/lineups/4020497/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/lineups/4020502/lineups.json.meta.json,True,1
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/lineups/4020502/lineups.json,True,2
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/lineups/4020503/lineups.json.meta.json,True,1
lineups,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/lineups/4020503/lineups.json,True,2
lineups,/home/platform/DataPlatform/lake/raw/statsbomb/lineups/extracted_date=2026-06-27/run_id=botola_statsbomb_backfill_20260627T220356Z/match_id=4020503/lineups.json,True,2
lineups,/home/platform/DataPlatform/lake/raw/statsbomb/lineups/extracted_date=2026-06-27/run_id=botola_statsbomb_backfill_20260627T220356Z/match_id=4020498/lineups.json,True,2
lineups,/home/platform/DataPlatform/lake/raw/statsbomb/lineups/extracted_date=2026-06-27/run_id=botola_statsbomb_backfill_20260627T220356Z/match_id=4030232/lineups.json,True,2
lineups,/home/platform/DataPlatform/lake/raw/statsbomb/lineups/extracted_date=2026-06-27/run_id=botola_statsbomb_backfill_20260627T220356Z/match_id=4020504/lineups.json,True,2
lineups,/home/platform/DataPlatform/lake/raw/statsbomb/lineups/extracted_date=2026-06-27/run_id=botola_statsbomb_backfill_20260627T220356Z/match_id=4020500/lineups.json,True,2
lineups,/home/platform/DataPlatform/lake/raw/statsbomb/lineups/extracted_date=2026-06-27/run_id=botola_statsbomb_backfill_20260627T220356Z/match_id=4020501/lineups.json,True,2
lineups,/home/platform/DataPlatform/lake/raw/statsbomb/lineups/extracted_date=2026-06-27/run_id=botola_statsbomb_backfill_20260627T220356Z/match_id=4020499/lineups.json,True,2
lineups,/home/platform/DataPlatform/lake/raw/statsbomb/lineups/extracted_date=2026-06-27/run_id=botola_statsbomb_backfill_20260627T220356Z/match_id=4020497/lineups.json,True,2
lineups,/home/platform/DataPlatform/lake/raw/statsbomb/lineups/extracted_date=2026-06-27/run_id=botola_statsbomb_backfill_20260627T220356Z/match_id=4030233/lineups.json,True,2
lineups,/home/platform/DataPlatform/lake/raw/statsbomb/lineups/extracted_date=2026-06-27/run_id=botola_statsbomb_backfill_20260627T220356Z/match_id=4020502/lineups.json,True,2
lineups,/home/platform/DataPlatform/tests/fixtures/statsbomb_raw/lineups/extracted_date=2026-05-12/run_id=sample/match_id=99001/lineups.json,True,2
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse_real_3773386/gold/gold_player_match_stats.jsonl,True,34
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/bronze/bronze_raw_statsbomb_player_match_stats.jsonl,True,350
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/marts_v2/mart_statsbomb_player_match_stats_direct_v1.jsonl,True,350
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/gold/gold_player_match_stats.jsonl,True,472
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/player_match_stats/4030232/player_match_stats.json,True,32
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/player_match_stats/4030232/player_match_stats.json.meta.json,True,1
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/player_match_stats/4020499/player_match_stats.json,True,31
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/player_match_stats/4020499/player_match_stats.json.meta.json,True,1
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/player_match_stats/3943077/player_match_stats.json,True,34
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/player_match_stats/3943077/player_match_stats.json.meta.json,True,1
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/player_match_stats/4020501/player_match_stats.json,True,32
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/player_match_stats/4020501/player_match_stats.json.meta.json,True,1
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/player_match_stats/4020504/player_match_stats.json,True,32
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/player_match_stats/4020504/player_match_stats.json.meta.json,True,1
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/player_match_stats/4020500/player_match_stats.json,True,31
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/player_match_stats/4020500/player_match_stats.json.meta.json,True,1
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/player_match_stats/4020498/player_match_stats.json,True,30
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/player_match_stats/4020498/player_match_stats.json.meta.json,True,1
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/player_match_stats/4030233/player_match_stats.json,True,32
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/player_match_stats/4030233/player_match_stats.json.meta.json,True,1
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/player_match_stats/4020497/player_match_stats.json,True,32
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/player_match_stats/4020497/player_match_stats.json.meta.json,True,1
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/player_match_stats/4020502/player_match_stats.json,True,32
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/player_match_stats/4020502/player_match_stats.json.meta.json,True,1
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/player_match_stats/4020503/player_match_stats.json,True,32
player_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/player_match_stats/4020503/player_match_stats.json.meta.json,True,1
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse_real_3773386/gold/gold_team_match_stats.jsonl,True,2
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/bronze/bronze_raw_statsbomb_team_match_stats.jsonl,True,22
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/marts_v2/mart_statsbomb_team_match_stats_direct_v1.jsonl,True,20
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/gold/gold_team_match_stats.jsonl,True,22
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/team_match_stats/4030232/team_match_stats.json.meta.json,True,1
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/team_match_stats/4030232/team_match_stats.json,True,2
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/team_match_stats/4020499/team_match_stats.json.meta.json,True,1
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/team_match_stats/4020499/team_match_stats.json,True,2
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/team_match_stats/3943077/team_match_stats.json.meta.json,True,1
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/team_match_stats/3943077/team_match_stats.json,True,2
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/team_match_stats/4020501/team_match_stats.json.meta.json,True,1
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/team_match_stats/4020501/team_match_stats.json,True,2
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/team_match_stats/4020504/team_match_stats.json.meta.json,True,1
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/team_match_stats/4020504/team_match_stats.json,True,2
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/team_match_stats/4020500/team_match_stats.json.meta.json,True,1
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/team_match_stats/4020500/team_match_stats.json,True,2
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/team_match_stats/4020498/team_match_stats.json.meta.json,True,1
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/team_match_stats/4020498/team_match_stats.json,True,2
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/team_match_stats/4030233/team_match_stats.json.meta.json,True,1
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/team_match_stats/4030233/team_match_stats.json,True,2
team_match_stats,/home/platform/DataPlatform/tmp/master_data_warehouse/raw/statsbomb/team_match_stats/4020497/team_match_stats.json.meta.json,True,1
