command,return_code,status
uv run python experiments/010_dataplatform_statsbomb_reload.py --source-root /home/platform/DataPlatform --target-root /home/platform/DataPlatform/tmp/master_data_warehouse_full --run-mode validate_target,,not_run_in_mode
