role,player_id,player_name,metric,contribution_type,contribution_delta,experiment_008_status
WINGER,139568,Youssef Zghoudi,key_passes_90,positive,2.829667887222591,not_recalculated_full_population_unavailable
WINGER,139568,Youssef Zghoudi,dribble_ratio,negative,-29.17033211277741,not_recalculated_full_population_unavailable
WINGER,139568,Youssef Zghoudi,crossing_ratio,negative,-21.17033211277741,not_recalculated_full_population_unavailable
WINGER,139568,Youssef Zghoudi,np_shots_90,negative,-13.170332112777407,not_recalculated_full_population_unavailable
WINGER,140874,Reda Slim,key_passes_90,positive,29.43874043352652,not_recalculated_full_population_unavailable
WINGER,140874,Reda Slim,obv_pass_90,positive,29.43874043352652,not_recalculated_full_population_unavailable
WINGER,140874,Reda Slim,crossing_ratio,positive,5.438740433526519,not_recalculated_full_population_unavailable
WINGER,140874,Reda Slim,dribble_ratio,negative,-34.56125956647348,not_recalculated_full_population_unavailable
WINGER,140874,Reda Slim,np_shots_90,negative,-34.56125956647348,not_recalculated_full_population_unavailable
WINGER,140874,Reda Slim,obv_dribble_carry_90,negative,-0.6324426011590987,not_recalculated_full_population_unavailable
WINGER,143490,Ahmed Hammoudan,obv_dribble_carry_90,positive,43.27396110136335,not_recalculated_full_population_unavailable
WINGER,143490,Ahmed Hammoudan,crossing_ratio,positive,6.533845342096214,not_recalculated_full_population_unavailable
WINGER,143490,Ahmed Hammoudan,dribble_ratio,positive,-1.4661546579037932,not_recalculated_full_population_unavailable
WINGER,143490,Ahmed Hammoudan,obv_pass_90,negative,-35.94318781184444,not_recalculated_full_population_unavailable
WINGER,143490,Ahmed Hammoudan,key_passes_90,negative,-9.466154657903791,not_recalculated_full_population_unavailable
WINGER,143490,Ahmed Hammoudan,np_xg_90,negative,-1.4661546579037932,not_recalculated_full_population_unavailable
WINGER,179311,Imad Riahi,key_passes_90,positive,28.856140900006068,not_recalculated_full_population_unavailable
WINGER,179311,Imad Riahi,dribble_ratio,positive,24.856140900006068,not_recalculated_full_population_unavailable
WINGER,179311,Imad Riahi,obv_pass_90,positive,20.392314320891728,not_recalculated_full_population_unavailable
WINGER,179311,Imad Riahi,np_shots_90,negative,-35.14385909999393,not_recalculated_full_population_unavailable
WINGER,179311,Imad Riahi,np_xg_90,negative,-35.14385909999393,not_recalculated_full_population_unavailable
WINGER,179311,Imad Riahi,crossing_ratio,negative,-3.143859099993932,not_recalculated_full_population_unavailable
WINGER,199611,Youssef Mehri,np_xg_90,positive,58.33652932042425,not_recalculated_full_population_unavailable
WINGER,199611,Youssef Mehri,np_shots_90,positive,38.33652932042425,not_recalculated_full_population_unavailable
WINGER,199611,Youssef Mehri,obv_pass_90,positive,-6.019175922545468,not_recalculated_full_population_unavailable
WINGER,199611,Youssef Mehri,obv_dribble_carry_90,negative,-37.66347067957575,not_recalculated_full_population_unavailable
WINGER,199611,Youssef Mehri,key_passes_90,negative,-33.66347067957575,not_recalculated_full_population_unavailable
WINGER,199611,Youssef Mehri,crossing_ratio,negative,-11.663470679575752,not_recalculated_full_population_unavailable
WINGER,275341,Yazid Faffa,obv_dribble_carry_90,positive,65.11973691231728,not_recalculated_full_population_unavailable
WINGER,275341,Yazid Faffa,np_shots_90,positive,17.119736912317286,not_recalculated_full_population_unavailable
WINGER,275341,Yazid Faffa,np_xg_90,positive,9.119736912317286,not_recalculated_full_population_unavailable
WINGER,275341,Yazid Faffa,crossing_ratio,negative,-30.880263087682717,not_recalculated_full_population_unavailable
WINGER,275341,Yazid Faffa,obv_pass_90,negative,-30.71842147390369,not_recalculated_full_population_unavailable
WINGER,275341,Yazid Faffa,dribble_ratio,negative,-18.880263087682717,not_recalculated_full_population_unavailable
WINGER,312935,Amine Azri,obv_dribble_carry_90,positive,34.06521640546288,not_recalculated_full_population_unavailable
WINGER,312935,Amine Azri,np_shots_90,positive,34.06521640546288,not_recalculated_full_population_unavailable
WINGER,312935,Amine Azri,np_xg_90,positive,18.06521640546288,not_recalculated_full_population_unavailable
WINGER,312935,Amine Azri,dribble_ratio,negative,-53.93478359453712,not_recalculated_full_population_unavailable
WINGER,312935,Amine Azri,crossing_ratio,negative,-33.93478359453712,not_recalculated_full_population_unavailable
WINGER,312935,Amine Azri,key_passes_90,negative,-1.934783594537123,not_recalculated_full_population_unavailable
WINGER,358748,Abdellah Ait Brahim,obv_pass_90,positive,31.87080767374032,not_recalculated_full_population_unavailable
WINGER,358748,Abdellah Ait Brahim,key_passes_90,positive,24.11276542723099,not_recalculated_full_population_unavailable
WINGER,358748,Abdellah Ait Brahim,np_shots_90,positive,0.1127654272309932,not_recalculated_full_population_unavailable
WINGER,358748,Abdellah Ait Brahim,np_xg_90,negative,-23.88723457276901,not_recalculated_full_population_unavailable
WINGER,358748,Abdellah Ait Brahim,obv_dribble_carry_90,negative,-16.43463480989527,not_recalculated_full_population_unavailable
WINGER,358748,Abdellah Ait Brahim,crossing_ratio,negative,-11.88723457276901,not_recalculated_full_population_unavailable
WINGER,381935,Ismail Mihrab,obv_dribble_carry_90,positive,30.15830689278998,not_recalculated_full_population_unavailable
WINGER,381935,Ismail Mihrab,np_xg_90,positive,28.45118477049226,not_recalculated_full_population_unavailable
WINGER,381935,Ismail Mihrab,dribble_ratio,positive,12.451184770492262,not_recalculated_full_population_unavailable
WINGER,381935,Ismail Mihrab,crossing_ratio,negative,-51.54881522950774,not_recalculated_full_population_unavailable
WINGER,381935,Ismail Mihrab,obv_pass_90,negative,-20.41423074525129,not_recalculated_full_population_unavailable
WINGER,381935,Ismail Mihrab,key_passes_90,negative,-11.548815229507738,not_recalculated_full_population_unavailable
WINGER,409131,Abdellatif Benkassou,np_shots_90,positive,43.50295537600978,not_recalculated_full_population_unavailable
WINGER,409131,Abdellatif Benkassou,np_xg_90,positive,23.50295537600978,not_recalculated_full_population_unavailable
WINGER,409131,Abdellatif Benkassou,dribble_ratio,positive,11.50295537600978,not_recalculated_full_population_unavailable
WINGER,409131,Abdellatif Benkassou,obv_pass_90,negative,-36.49704462399022,not_recalculated_full_population_unavailable
WINGER,409131,Abdellatif Benkassou,key_passes_90,negative,-24.49704462399022,not_recalculated_full_population_unavailable
WINGER,409131,Abdellatif Benkassou,crossing_ratio,negative,-10.49704462399022,not_recalculated_full_population_unavailable
WINGER,435547,Abdallah Ziani,np_xg_90,positive,48.39646927481743,not_recalculated_full_population_unavailable
WINGER,435547,Abdallah Ziani,np_shots_90,positive,40.39646927481743,not_recalculated_full_population_unavailable
WINGER,435547,Abdallah Ziani,obv_dribble_carry_90,positive,21.596620269586545,not_recalculated_full_population_unavailable
WINGER,435547,Abdallah Ziani,dribble_ratio,negative,-43.60353072518257,not_recalculated_full_population_unavailable
WINGER,435547,Abdallah Ziani,key_passes_90,negative,-31.603530725182573,not_recalculated_full_population_unavailable
WINGER,435547,Abdallah Ziani,obv_pass_90,negative,-23.57896664367364,not_recalculated_full_population_unavailable
WINGER,449373,Marouane Oujeddou,dribble_ratio,positive,32.026719233625194,not_recalculated_full_population_unavailable
WINGER,449373,Marouane Oujeddou,np_shots_90,positive,8.026719233625201,not_recalculated_full_population_unavailable
WINGER,449373,Marouane Oujeddou,key_passes_90,positive,8.026719233625201,not_recalculated_full_population_unavailable
WINGER,449373,Marouane Oujeddou,obv_pass_90,negative,-30.49214168814852,not_recalculated_full_population_unavailable
WINGER,449373,Marouane Oujeddou,crossing_ratio,negative,-11.973280766374806,not_recalculated_full_population_unavailable
WINGER,449373,Marouane Oujeddou,obv_dribble_carry_90,negative,-9.641454479977384,not_recalculated_full_population_unavailable
WINGER,460266,Youness Dahmani,np_shots_90,positive,23.5017850629846,not_recalculated_full_population_unavailable
WINGER,460266,Youness Dahmani,crossing_ratio,positive,19.5017850629846,not_recalculated_full_population_unavailable
WINGER,460266,Youness Dahmani,dribble_ratio,positive,7.501785062984602,not_recalculated_full_population_unavailable
WINGER,460266,Youness Dahmani,key_passes_90,negative,-32.49821493701539,not_recalculated_full_population_unavailable
WINGER,460266,Youness Dahmani,obv_pass_90,negative,-23.030686652123364,not_recalculated_full_population_unavailable
WINGER,460266,Youness Dahmani,obv_dribble_carry_90,negative,-2.47823866279964,not_recalculated_full_population_unavailable
WINGER,477555,Adam Brika,crossing_ratio,positive,24.542918920548992,not_recalculated_full_population_unavailable
WINGER,477555,Adam Brika,np_xg_90,positive,18.542918920548992,not_recalculated_full_population_unavailable
WINGER,477555,Adam Brika,dribble_ratio,positive,2.542918920548992,not_recalculated_full_population_unavailable
WINGER,477555,Adam Brika,np_shots_90,negative,-21.457081079451008,not_recalculated_full_population_unavailable
WINGER,477555,Adam Brika,key_passes_90,negative,-13.457081079451008,not_recalculated_full_population_unavailable
WINGER,477555,Adam Brika,obv_dribble_carry_90,negative,-11.694265535985105,not_recalculated_full_population_unavailable
WINGER,523312,Brahim Mansouri,crossing_ratio,positive,48.39167464562983,not_recalculated_full_population_unavailable
WINGER,523312,Brahim Mansouri,key_passes_90,positive,12.391674645629829,not_recalculated_full_population_unavailable
WINGER,523312,Brahim Mansouri,dribble_ratio,positive,0.391674645629827,not_recalculated_full_population_unavailable
WINGER,523312,Brahim Mansouri,np_shots_90,negative,-31.608325354370173,not_recalculated_full_population_unavailable
WINGER,523312,Brahim Mansouri,np_xg_90,negative,-27.608325354370173,not_recalculated_full_population_unavailable
WINGER,523312,Brahim Mansouri,obv_dribble_carry_90,negative,-1.3880114801094052,not_recalculated_full_population_unavailable
