role,player_id,player_name,review_category,score,percentile,reason
CF,503286,Mehdi Balouk,bottom20,29.398930048887927,13.636363636363637,football_expert_review_required_not_quality_judgement
CF,477684,Brahim Amzili,bottom20,35.18343448628092,18.181818181818183,football_expert_review_required_not_quality_judgement
CF,140887,Haytham El Bahja,bottom20,38.13800491088261,22.727272727272727,football_expert_review_required_not_quality_judgement
CF,38423,Siriki Sanogo,bottom20,38.49002372177697,27.27272727272727,football_expert_review_required_not_quality_judgement
CF,406860,Abdelaziz El Hamzaoui,bottom20,39.68066401505422,31.818181818181817,football_expert_review_required_not_quality_judgement
CF,522342,Younes El Bahraoui,bottom20,39.821111100691645,36.36363636363637,football_expert_review_required_not_quality_judgement
CF,409301,Jawad Ghabra,bottom20,47.78203037222179,40.909090909090914,football_expert_review_required_not_quality_judgement
CF,139566,Youssef Elfahli,bottom20,48.36876489868084,45.45454545454545,football_expert_review_required_not_quality_judgement
CF,143504,Oussama Lamlaoui,bottom20,49.86445433449164,50.0,football_expert_review_required_not_quality_judgement
CF,140867,Ismail Khafi,bottom20,50.60785206930373,54.54545454545454,football_expert_review_required_not_quality_judgement
CF,155347,Ayoub Mouloua,bottom20,51.98861374325399,59.09090909090909,football_expert_review_required_not_quality_judgement
CF,442295,Reda Abardi,bottom20,52.71189778852511,63.63636363636363,football_expert_review_required_not_quality_judgement
CF,155705,Soufiane Benjdida,bottom20,52.75066400365881,68.18181818181817,football_expert_review_required_not_quality_judgement
CF,524001,Nasreddine Moustaghfir,bottom20,53.378000469389896,72.72727272727273,football_expert_review_required_not_quality_judgement
CF,335508,Paul Valère Bassène,bottom20,55.99167694236434,77.27272727272727,football_expert_review_required_not_quality_judgement
CF,312936,Hamza Hannouri,bottom20,58.76054835869575,81.81818181818183,football_expert_review_required_not_quality_judgement
CF,3319,Yacine Bammou,bottom20,61.068254516203794,86.36363636363636,football_expert_review_required_not_quality_judgement
CF,138876,Hamza Khaba,bottom20,66.47425015492958,90.9090909090909,football_expert_review_required_not_quality_judgement
CF,140886,Mustapha Sahd,highest_percentile,75.92856395929778,100.0,football_expert_review_required_not_quality_judgement
CF,453613,Baba Bello Ilou,highest_percentile,66.62200976391712,95.45454545454544,football_expert_review_required_not_quality_judgement
CF,138876,Hamza Khaba,highest_percentile,66.47425015492958,90.9090909090909,football_expert_review_required_not_quality_judgement
CF,3319,Yacine Bammou,highest_percentile,61.068254516203794,86.36363636363636,football_expert_review_required_not_quality_judgement
CF,312936,Hamza Hannouri,highest_percentile,58.76054835869575,81.81818181818183,football_expert_review_required_not_quality_judgement
CF,360406,Imad Khannouss,lowest_percentile,20.9537940655467,4.545454545454546,football_expert_review_required_not_quality_judgement
CF,524392,Romuald Dacosta,lowest_percentile,23.227557924552748,9.090909090909092,football_expert_review_required_not_quality_judgement
CF,503286,Mehdi Balouk,lowest_percentile,29.398930048887927,13.636363636363637,football_expert_review_required_not_quality_judgement
CF,477684,Brahim Amzili,lowest_percentile,35.18343448628092,18.181818181818183,football_expert_review_required_not_quality_judgement
CF,140887,Haytham El Bahja,lowest_percentile,38.13800491088261,22.727272727272727,football_expert_review_required_not_quality_judgement
