statsbomb_player_id,role_family,role_minutes,role_minute_share
131244,CB,199.566664,1.0
523996,MID,160.96381623049535,0.9163895031625127
523996,WINGER,14.686183769504643,0.0836104968374873
313974,FB,132.59294745663664,0.7389538357039722
313974,CB,46.84038254336336,0.2610461642960277
7183,MID,96.1,1.0
199612,UNKNOWN,0.0,0.0
254035,UNKNOWN,0.0,0.0
27768,CB,130.51666,1.0
442094,UNKNOWN,0.0,0.0
312936,CF,103.8,1.0
138972,GK,103.8,1.0
313281,UNKNOWN,0.0,0.0
523294,UNKNOWN,0.0,0.0
312410,UNKNOWN,0.0,0.0
138956,FB,98.11667,1.0
407207,MID,144.06667,1.0
138990,UNKNOWN,0.0,0.0
138927,FB,216.28332999999998,1.0
138895,WINGER,10.55,1.0
144435,UNKNOWN,0.0,0.0
419744,CB,112.46667,1.0
478936,UNKNOWN,0.0,0.0
20687,CF,0.7562716727368443,0.011884834776251225
20687,WINGER,62.87706332726316,0.9881151652237488
29201,FB,58.166668,1.0
523319,MID,58.7,1.0
20572,CB,130.51666,1.0
363450,CF,81.433334,0.5582723943485156
363450,MID,50.985383023535654,0.34953415830089196
363450,WINGER,13.447950976464346,0.09219344735059243
28723,MID,0.0,0.0
276342,UNKNOWN,0.0,0.0
18855,UNKNOWN,0.0,0.0
139541,UNKNOWN,0.0,0.0
323979,WINGER,16.716667,1.0
362445,GK,104.95,1.0
338916,CB,84.1,1.0
143505,MID,124.59999499999999,1.0
138966,FB,102.96667,1.0
138945,FB,95.73333000000001,1.0
477681,WINGER,46.083332000000006,1.0
28268,UNKNOWN,0.0,0.0
139574,UNKNOWN,0.0,0.0
477679,MID,96.683334,1.0
203027,MID,143.36808370471192,0.8810001010899949
203027,WINGER,19.36525029528809,0.11899989891000505
138862,MID,76.38333,0.6527559984725253
138862,WINGER,4.416438942319546,0.03774196557660865
138862,CF,36.21689605768045,0.3095020359508661
523287,GK,98.11667,1.0
27886,WINGER,17.071310312551663,0.1676397040803187
