player_id,player_name,team_name,role,dimension,score,unadjusted_score,percentile,confidence,confidence_value,metrics_used,missing_metric_count,quality_flags,research_only,production_ready
477677,Yassine Boughaz,Olympique Dcheïra,FB,crossing,0.0,0.0,7.446809,low_research_only,0.5625,key_passes;passes_into_box,0,PARTIAL_DERIVATION_RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
522352,Hamza Fassoukh,KAC Marrakech,FB,crossing,10.4375,18.555556,64.893617,low_research_only,0.5625,key_passes;passes_into_box,0,PARTIAL_DERIVATION_RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
523288,Abdelali Khouch,US Yacoub El Mansour,FB,crossing,22.653738,40.273312,95.744681,low_research_only,0.5625,key_passes;passes_into_box,0,PARTIAL_DERIVATION_RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
523293,Nassim Azzoubairi,US Yacoub El Mansour,FB,crossing,6.922099,12.305954,44.680851,low_research_only,0.5625,key_passes;passes_into_box,0,PARTIAL_DERIVATION_RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
523299,Youness Noussir,US Yacoub El Mansour,FB,crossing,14.351562,25.513889,78.723404,low_research_only,0.5625,key_passes;passes_into_box,0,PARTIAL_DERIVATION_RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
523318,Younes El Khafi,Olympique Dcheïra,FB,crossing,2.609375,4.638889,20.212766,low_research_only,0.5625,key_passes;passes_into_box,0,PARTIAL_DERIVATION_RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
523998,Zakaria Aiada,UTS Rabat,FB,crossing,6.523438,11.597222,39.361702,low_research_only,0.5625,key_passes;passes_into_box,0,PARTIAL_DERIVATION_RESEARCH_ONLY;SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
5507,Nicolás Alejandro Tagliafico,Argentina,FB,defensive_activity,11.879198,15.838931,65.957447,medium_research_only,0.75,ball_recoveries;blocks;interceptions,0,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
5691,Johan Andrés Mojica Palacio,Colombia,FB,defensive_activity,27.575231,36.766975,97.87234,medium_research_only,0.75,ball_recoveries;blocks;interceptions,0,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
5696,Santiago Arias Naranjo,Colombia,FB,defensive_activity,2.893519,3.858025,21.276596,medium_research_only,0.75,ball_recoveries;blocks;interceptions,0,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
28263,Gonzalo Ariel Montiel,Argentina,FB,defensive_activity,1.833937,2.44525,10.638298,medium_research_only,0.75,ball_recoveries;blocks;interceptions,0,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
29201,Nahuel Molina Lucero,Argentina,FB,defensive_activity,2.860754,3.814338,14.893617,medium_research_only,0.75,ball_recoveries;blocks;interceptions,0,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
29391,Nassim Ouammou,Hassania Agadir,FB,defensive_activity,17.630787,23.507716,80.851064,medium_research_only,0.75,ball_recoveries;blocks;interceptions,0,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
81364,Euclides da Silva Cabral,Hassania Agadir,FB,defensive_activity,7.506017,10.008022,42.553191,medium_research_only,0.75,ball_recoveries;blocks;interceptions,0,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
135851,Augusto de Jesus Corte Real Carneiro,FAR Rabat,FB,defensive_activity,9.506185,12.674914,53.191489,medium_research_only,0.75,ball_recoveries;blocks;interceptions,0,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
136023,Rodrigue Kossi Fiogbé,Hassania Agadir,FB,defensive_activity,25.050201,33.400268,95.744681,medium_research_only,0.75,ball_recoveries;blocks;interceptions,0,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
138843,Abdelilah Madkour,Maghreb Fès,FB,defensive_activity,2.761757,3.682343,12.765957,medium_research_only,0.75,ball_recoveries;blocks;interceptions,0,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
138910,Jamal Ech-Chammakh,FAR Rabat,FB,defensive_activity,0.0,0.0,3.191489,medium_research_only,0.75,ball_recoveries;blocks;interceptions,0,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
