role,player_id,player_name,team_id,team_name,minutes,prototype_role_score,confidence_level,score_uncertainty,bootstrap_lower_bound,bootstrap_upper_bound,data_quality_warning,single_metric_dimension_warning,small_sample_warning,role_rank,role_percentile
MID,477680,Hamza Saoud,2889,Olympique Dcheïra,1441.9332,59.36384627009205,low,43.52619568020621,39.5963156651543,83.12251134536051,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,True,False,10.0,73.52941176470588
MID,477682,Ayoub Benaadi,2889,Olympique Dcheïra,1579.8833,72.75466777426385,low,45.131331825718135,49.932477704128345,95.06380952984648,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,True,False,2.0,97.05882352941177
MID,523308,Adil Khalloufi,36100,US Yacoub El Mansour,2093.65,74.86883938929184,low,16.390258663024696,67.60767319937882,83.99793186240352,limited_dataset_scope;single_metric_dimension;unstable_weight,True,False,1.0,100.0
MID,523973,Hamza Rafa,36099,KAC Marrakech,1053.5333,30.204742806724994,low,24.76362938045822,18.765303351442185,43.528932731900404,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,True,False,33.0,5.88235294117647
MID,523996,Fred Duval Ngoma,6989,Olympic Safi,1765.4167,49.40951592103031,low,28.224471062480852,35.26827565142657,63.49274671390742,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,True,False,20.0,44.11764705882353
MID,7183,Moctar Sidi El Hacen El Ide,2365,Difaâ El Jadida,1722.7499,38.71298410052831,low,38.10460748919594,19.516287043071433,57.62089453226738,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,True,False,26.0,26.47058823529412
MID,7717,Rayane Aabid,2762,RSB Berkane,1303.0834,68.94794077723483,low,29.90868217043451,53.45782983028385,83.36651200071836,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,True,False,4.0,91.17647058823529
WINGER,132614,Walid Nassi Ouled Bentle,6994,Wydad Casablanca,1031.5333,59.37594465247182,low,43.49646453035879,37.43915200070242,80.93561653106121,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,True,True,8.0,72.0
WINGER,134249,Adam Ennaffati,2349,Raja Casablanca,1201.3667,56.9622718337313,low,45.52688293663178,33.55475873702569,79.08164167365747,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,True,True,10.0,64.0
WINGER,138895,Abdelfattah Hadraf,2838,FAR Rabat,1100.0166,64.73935922674305,low,36.87331907381916,45.532173707757764,82.40549278157692,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,True,True,4.0,88.0
WINGER,139001,Youssef Anouar,25917,CODM Meknès,906.2,62.96902682472179,low,31.739775762140802,46.34727285129808,78.08704861343888,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,True,True,5.0,84.0
WINGER,139008,Amine Souane,2761,FUS Rabat,1390.2333,47.083935194368294,low,40.72382165308342,27.233661963289435,67.95748361637285,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,True,True,17.0,36.0
WINGER,139017,Salah-eddine Benyachou,2761,FUS Rabat,1056.6665,48.961266142614406,low,34.34088922579161,34.428235244961265,68.76912447075287,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,True,True,15.0,44.0
WINGER,139568,Youssef Zghoudi,36099,KAC Marrakech,882.10004,29.628530459458016,low,30.797194811461637,14.563484546283368,45.360679357745006,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,True,True,24.0,8.0
WINGER,140874,Reda Slim,2838,FAR Rabat,1318.4001,71.75782020202398,low,37.60786906958679,53.80833283264773,91.41620190223452,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,True,True,2.0,96.0
WINGER,143490,Ahmed Hammoudan,2838,FAR Rabat,1350.9333,49.2084720352847,low,28.35354456968315,35.66010056374952,64.01364513343268,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,True,True,14.0,48.0
WINGER,16208,Arthur Kevin Yamga,6995,Maghreb Fès,908.2999,29.197541447029952,low,48.82049037352107,8.616256761827742,57.43674713534881,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,True,True,25.0,4.0
WINGER,179311,Imad Riahi,2762,RSB Berkane,908.3334,72.77317529502041,low,36.998645566870714,53.178377956090664,90.17702352296138,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,True,True,1.0,100.0
WINGER,199611,Youssef Mehri,2762,RSB Berkane,1731.6167,30.720452155939398,low,43.843034682394205,11.009867646678241,54.85290232907245,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,True,True,22.0,16.0
WINGER,275341,Yazid Faffa,18552,Renaissance Zemamra,1653.1168,30.833131349410536,low,47.26448279185043,11.734086123974869,58.9985689158253,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,True,True,21.0,20.0
WINGER,312935,Amine Azri,2762,RSB Berkane,831.3667,59.57944401089387,low,48.906661658026806,37.130103438723225,86.03676509675003,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,True,True,7.0,76.0
WINGER,3302,Nordin Amrabat,6994,Wydad Casablanca,1213.9333,62.59629076286974,low,43.39029920910063,36.791712710059684,80.18201191916032,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,True,True,6.0,80.0
WINGER,34952,Soufyan Ahannach,36100,US Yacoub El Mansour,1648.5166,56.50789076916887,low,22.808210204486258,45.68547788734297,68.49368809182923,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,True,True,11.0,60.0
WINGER,358748,Abdellah Ait Brahim,6992,Hassania Agadir,1376.3834,29.68359706457852,low,30.264208618122904,16.72510783890277,46.98931645702567,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,True,True,23.0,12.0
WINGER,381935,Ismail Mihrab,36099,KAC Marrakech,1046.0,55.274155640311264,low,41.73148957855524,32.87030496664754,74.60179454520278,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,True,True,12.0,56.00000000000001
WINGER,409131,Abdellatif Benkassou,25917,CODM Meknès,868.2999,32.41131937107926,low,38.569387697351665,12.22167240211674,50.7910600994684,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,True,True,20.0,24.0
WINGER,435547,Abdallah Ziani,2365,Difaâ El Jadida,1670.4166,43.40772667675903,low,52.25288268351007,20.373354256000333,72.6262369395104,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,True,True,19.0,28.000000000000004
WINGER,449373,Marouane Oujeddou,18552,Renaissance Zemamra,1522.1,48.74128448426231,low,29.405774150104403,31.967654201499496,61.3734283516039,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,True,True,16.0,40.0
WINGER,460266,Youness Dahmani,11935,UTS Rabat,1988.8333,58.77359688234873,low,31.209574753228992,42.155953105478304,73.3655278587073,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,True,True,9.0,68.0
WINGER,477555,Adam Brika,6995,Maghreb Fès,1282.0334,45.888171853311036,low,18.963947322228265,36.98005970709392,55.94400702932219,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight,True,True,18.0,32.0
WINGER,523312,Brahim Mansouri,36100,US Yacoub El Mansour,1587.7167,52.985192556984906,low,39.94985396689401,33.48565041843938,73.43550438533339,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,True,True,13.0,52.0
WINGER,7550,Mounir Chouiar,2762,RSB Berkane,1954.4667,65.90224149512333,low,29.278827290177738,47.91078733020422,77.18961462038196,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,True,True,3.0,92.0
