player_id,player_name,team_name,role,competition_id,season_id,minutes,metric,source_column,raw_value,per90_value,role_percentile,role_z_score,min_max_0_100,direction_aware_value,confidence_adjusted_value,confidence_weight,derivation_status,quality_warning,research_only,production_ready
139555,Aymane Majid,CODM Meknès,GK,1229,318,90.0,xg,xg_per90,0.0,0.0,50.0,,50.0,50.0,28.125,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
139572,Amine El Ouaad,Ittihad Tanger,GK,1229,318,166.61666666666667,blocks,blocks_per90,0.0,0.0,47.222222,-0.242536,0.0,0.0,0.0,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
139572,Amine El Ouaad,Ittihad Tanger,GK,1229,318,166.61666666666667,clearances,clearances_per90,0.0,0.0,41.666667,-0.385922,0.0,0.0,0.0,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
139572,Amine El Ouaad,Ittihad Tanger,GK,1229,318,166.61666666666667,passes,passes_attempted_per90,27.00810243072922,27.00810243072922,30.555556,-0.751525,19.183415,19.183415,10.790671,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
139572,Amine El Ouaad,Ittihad Tanger,GK,1229,318,166.61666666666667,shots,shots_per90,0.0,0.0,50.0,,50.0,50.0,28.125,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
139572,Amine El Ouaad,Ittihad Tanger,GK,1229,318,166.61666666666667,successful_passes,passes_completed_per90,20.52615784735421,20.52615784735421,41.666667,-0.395469,28.946761,28.946761,12.211915,0.421875,partially_derivable,PARTIAL_DERIVATION_RESEARCH_ONLY,True,False
139572,Amine El Ouaad,Ittihad Tanger,GK,1229,318,166.61666666666667,touches,touches_per90,78.32349704911472,78.32349704911472,36.111111,-0.414681,35.717262,35.717262,15.06822,0.421875,partially_derivable,PARTIAL_DERIVATION_RESEARCH_ONLY,True,False
139572,Amine El Ouaad,Ittihad Tanger,GK,1229,318,166.61666666666667,xg,xg_per90,0.0,0.0,50.0,,50.0,50.0,28.125,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
143162,Mehdi Maftah,RSB Berkane,GK,1229,318,180.0,blocks,blocks_per90,0.0,0.0,47.222222,-0.242536,0.0,0.0,0.0,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
143162,Mehdi Maftah,RSB Berkane,GK,1229,318,180.0,clearances,clearances_per90,0.0,0.0,41.666667,-0.385922,0.0,0.0,0.0,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
143162,Mehdi Maftah,RSB Berkane,GK,1229,318,180.0,passes,passes_attempted_per90,29.5,29.5,47.222222,-0.417316,29.787234,29.787234,16.755319,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
143162,Mehdi Maftah,RSB Berkane,GK,1229,318,180.0,shots,shots_per90,0.0,0.0,50.0,,50.0,50.0,28.125,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
143162,Mehdi Maftah,RSB Berkane,GK,1229,318,180.0,successful_passes,passes_completed_per90,24.0,24.0,63.888889,0.066266,42.307692,42.307692,17.848558,0.421875,partially_derivable,PARTIAL_DERIVATION_RESEARCH_ONLY,True,False
143162,Mehdi Maftah,RSB Berkane,GK,1229,318,180.0,touches,touches_per90,80.0,80.0,47.222222,-0.330413,38.129496,38.129496,16.085881,0.421875,partially_derivable,PARTIAL_DERIVATION_RESEARCH_ONLY,True,False
143162,Mehdi Maftah,RSB Berkane,GK,1229,318,180.0,xg,xg_per90,0.0,0.0,50.0,,50.0,50.0,28.125,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
200507,Abderrahmane Kernane,Olympic Safi,GK,1229,318,180.0,blocks,blocks_per90,0.0,0.0,47.222222,-0.242536,0.0,0.0,0.0,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
200507,Abderrahmane Kernane,Olympic Safi,GK,1229,318,180.0,clearances,clearances_per90,0.0,0.0,41.666667,-0.385922,0.0,0.0,0.0,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
200507,Abderrahmane Kernane,Olympic Safi,GK,1229,318,180.0,passes,passes_attempted_per90,22.5,22.5,2.777778,-1.356143,0.0,0.0,0.0,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
200507,Abderrahmane Kernane,Olympic Safi,GK,1229,318,180.0,shots,shots_per90,0.0,0.0,50.0,,50.0,50.0,28.125,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
200507,Abderrahmane Kernane,Olympic Safi,GK,1229,318,180.0,successful_passes,passes_completed_per90,14.0,14.0,13.888889,-1.26291,3.846154,3.846154,1.622596,0.421875,partially_derivable,PARTIAL_DERIVATION_RESEARCH_ONLY,True,False
200507,Abderrahmane Kernane,Olympic Safi,GK,1229,318,180.0,touches,touches_per90,53.5,53.5,2.777778,-1.662415,0.0,0.0,0.0,0.421875,partially_derivable,PARTIAL_DERIVATION_RESEARCH_ONLY,True,False
200507,Abderrahmane Kernane,Olympic Safi,GK,1229,318,180.0,xg,xg_per90,0.0,0.0,50.0,,50.0,50.0,28.125,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
27225,Camilo Andrés Vargas Gil,Colombia,GK,1229,318,90.0,blocks,blocks_per90,1.0,1.0,97.222222,4.123106,100.0,100.0,56.25,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
27225,Camilo Andrés Vargas Gil,Colombia,GK,1229,318,90.0,clearances,clearances_per90,0.0,0.0,41.666667,-0.385922,0.0,0.0,0.0,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
27225,Camilo Andrés Vargas Gil,Colombia,GK,1229,318,90.0,passes,passes_attempted_per90,44.0,44.0,86.111111,1.527395,91.489362,91.489362,51.462766,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
27225,Camilo Andrés Vargas Gil,Colombia,GK,1229,318,90.0,shots,shots_per90,0.0,0.0,50.0,,50.0,50.0,28.125,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
27225,Camilo Andrés Vargas Gil,Colombia,GK,1229,318,90.0,successful_passes,passes_completed_per90,36.0,36.0,91.666667,1.661277,88.461538,88.461538,37.319711,0.421875,partially_derivable,PARTIAL_DERIVATION_RESEARCH_ONLY,True,False
27225,Camilo Andrés Vargas Gil,Colombia,GK,1229,318,90.0,touches,touches_per90,109.0,109.0,80.555556,1.127249,79.856115,79.856115,33.689299,0.421875,partially_derivable,PARTIAL_DERIVATION_RESEARCH_ONLY,True,False
27225,Camilo Andrés Vargas Gil,Colombia,GK,1229,318,90.0,xg,xg_per90,0.0,0.0,50.0,,50.0,50.0,28.125,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
317852,Abderahmane El Houasli,UTS Rabat,GK,1229,318,90.0,blocks,blocks_per90,0.0,0.0,47.222222,-0.242536,0.0,0.0,0.0,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
317852,Abderahmane El Houasli,UTS Rabat,GK,1229,318,90.0,clearances,clearances_per90,0.0,0.0,41.666667,-0.385922,0.0,0.0,0.0,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
317852,Abderahmane El Houasli,UTS Rabat,GK,1229,318,90.0,passes,passes_attempted_per90,29.000000000000004,29.000000000000004,38.888889,-0.484375,27.659574,27.659574,15.55851,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
317852,Abderahmane El Houasli,UTS Rabat,GK,1229,318,90.0,shots,shots_per90,0.0,0.0,50.0,,50.0,50.0,28.125,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
317852,Abderahmane El Houasli,UTS Rabat,GK,1229,318,90.0,successful_passes,passes_completed_per90,20.0,20.0,33.333333,-0.465405,26.923077,26.923077,11.358173,0.421875,partially_derivable,PARTIAL_DERIVATION_RESEARCH_ONLY,True,False
317852,Abderahmane El Houasli,UTS Rabat,GK,1229,318,90.0,touches,touches_per90,66.0,66.0,19.444444,-1.034112,17.985612,17.985612,7.58768,0.421875,partially_derivable,PARTIAL_DERIVATION_RESEARCH_ONLY,True,False
317852,Abderahmane El Houasli,UTS Rabat,GK,1229,318,90.0,xg,xg_per90,0.0,0.0,50.0,,50.0,50.0,28.125,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
362445,Badreddine Abyir,Hassania Agadir,GK,1229,318,90.0,blocks,blocks_per90,0.0,0.0,47.222222,-0.242536,0.0,0.0,0.0,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
362445,Badreddine Abyir,Hassania Agadir,GK,1229,318,90.0,clearances,clearances_per90,0.0,0.0,41.666667,-0.385922,0.0,0.0,0.0,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
362445,Badreddine Abyir,Hassania Agadir,GK,1229,318,90.0,passes,passes_attempted_per90,27.0,27.0,22.222222,-0.752611,19.148936,19.148936,10.771276,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
362445,Badreddine Abyir,Hassania Agadir,GK,1229,318,90.0,shots,shots_per90,0.0,0.0,50.0,,50.0,50.0,28.125,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
362445,Badreddine Abyir,Hassania Agadir,GK,1229,318,90.0,successful_passes,passes_completed_per90,12.999999999999998,12.999999999999998,5.555556,-1.395828,0.0,0.0,0.0,0.421875,partially_derivable,PARTIAL_DERIVATION_RESEARCH_ONLY,True,False
362445,Badreddine Abyir,Hassania Agadir,GK,1229,318,90.0,touches,touches_per90,69.0,69.0,25.0,-0.883319,22.302158,22.302158,9.408723,0.421875,partially_derivable,PARTIAL_DERIVATION_RESEARCH_ONLY,True,False
362445,Badreddine Abyir,Hassania Agadir,GK,1229,318,90.0,xg,xg_per90,0.0,0.0,50.0,,50.0,50.0,28.125,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
36951,Babacar Niasse,Difaâ El Jadida,GK,1229,318,90.0,blocks,blocks_per90,0.0,0.0,47.222222,-0.242536,0.0,0.0,0.0,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
36951,Babacar Niasse,Difaâ El Jadida,GK,1229,318,90.0,clearances,clearances_per90,0.0,0.0,41.666667,-0.385922,0.0,0.0,0.0,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
36951,Babacar Niasse,Difaâ El Jadida,GK,1229,318,90.0,passes,passes_attempted_per90,34.0,34.0,63.888889,0.186215,48.93617,48.93617,27.526596,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
36951,Babacar Niasse,Difaâ El Jadida,GK,1229,318,90.0,shots,shots_per90,0.0,0.0,50.0,,50.0,50.0,28.125,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
36951,Babacar Niasse,Difaâ El Jadida,GK,1229,318,90.0,successful_passes,passes_completed_per90,22.0,22.0,52.777778,-0.19957,34.615385,34.615385,14.603366,0.421875,partially_derivable,PARTIAL_DERIVATION_RESEARCH_ONLY,True,False
36951,Babacar Niasse,Difaâ El Jadida,GK,1229,318,90.0,touches,touches_per90,91.0,91.0,63.888889,0.222493,53.956835,53.956835,22.76304,0.421875,partially_derivable,PARTIAL_DERIVATION_RESEARCH_ONLY,True,False
36951,Babacar Niasse,Difaâ El Jadida,GK,1229,318,90.0,xg,xg_per90,0.0,0.0,50.0,,50.0,50.0,28.125,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
477675,Mohamed Idar,Olympique Dcheïra,GK,1229,318,90.0,blocks,blocks_per90,0.0,0.0,47.222222,-0.242536,0.0,0.0,0.0,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
477675,Mohamed Idar,Olympique Dcheïra,GK,1229,318,90.0,clearances,clearances_per90,0.0,0.0,41.666667,-0.385922,0.0,0.0,0.0,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
477675,Mohamed Idar,Olympique Dcheïra,GK,1229,318,90.0,passes,passes_attempted_per90,24.0,24.0,13.888889,-1.154966,6.382979,6.382979,3.590426,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
477675,Mohamed Idar,Olympique Dcheïra,GK,1229,318,90.0,shots,shots_per90,0.0,0.0,50.0,,50.0,50.0,28.125,0.5625,safely_derivable,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY,True,False
