statsbomb_player_id,player_name,assigned_role,dominant_role,dominant_role_share,lineup_role_minutes,position_examples,season_minutes,threshold_minutes,eligible_for_initial_coefficients
523317,Ismail Soubai,CB,CB,1.0,96.683334,Right Center Back,519.9167,900.0,False
140876,Mohamed Moufid,FB,FB,1.0,103.8,Right Back,1725.5333,900.0,True
442098,Khalid Baba,WINGER,WINGER,1.0,96.1,Right Wing,96.88333,750.0,False
442098,Khalid Baba,WINGER,WINGER,1.0,96.1,Right Wing,714.0,750.0,False
29560,Julián Álvarez,CF,CF,1.0,101.833336,Left Center Forward; Center Forward,,750.0,False
144434,Ismail Moutaraji,MID,MID,1.0,12.05,Center Attacking Midfield,389.0833,900.0,False
163983,Aymane El Aouani,UNKNOWN,UNKNOWN,0.0,0.0,,192.68333,,False
139563,Ayoub Khairi,MULTI_ROLE,FB,0.5934323597586808,85.266668,Right Back; Left Defensive Midfield,1302.0498,,False
200507,Abderrahmane Kernane,GK,GK,1.0,216.28332999999998,Goalkeeper,216.28333,600.0,False
406269,Danilson Gomes Tavares,MID,MID,1.0,69.86667,Center Defensive Midfield,361.73334,900.0,False
523290,Achraf Zine,CB,CB,1.0,98.11667,Right Center Back,1219.8333,900.0,True
138910,Jamal Ech-Chammakh,FB,FB,1.0,11.816667,Left Back,928.38336,900.0,True
140871,Khalid Ait Ouarkhane,MULTI_ROLE,WINGER,0.5463798590623272,86.433334,Left Midfield; Right Midfield; Center Attacking Midfield,1752.3668,,False
442724,Fallou Formose Mendy,UNKNOWN,UNKNOWN,0.0,0.0,,1384.5332,,False
523309,Jalal-Eddine El Khfiyef,WINGER,WINGER,1.0,68.933334,Right Wing,350.0,750.0,False
523309,Jalal-Eddine El Khfiyef,WINGER,WINGER,1.0,68.933334,Right Wing,247.01666,750.0,False
212929,Hassan Doughmi,UNKNOWN,UNKNOWN,0.0,0.0,,961.14996,,False
49395,Richard Rios Montoya,MID,MID,1.0,89.98333,Right Center Midfield,,900.0,False
138843,Abdelilah Madkour,FB,FB,1.0,106.25,Right Back,668.6,900.0,False
138843,Abdelilah Madkour,FB,FB,1.0,106.25,Right Back,607.7166,900.0,False
132614,Walid Nassi Ouled Bentle,WINGER,WINGER,1.0,22.9,Right Wing,1031.5333,750.0,True
179311,Imad Riahi,WINGER,WINGER,1.0,13.766666,Left Wing,908.3334,750.0,True
409762,Amine El Maswab,UNKNOWN,UNKNOWN,0.0,0.0,,58.666664,,False
348651,Reda Hajji,UNKNOWN,UNKNOWN,0.0,0.0,,131.68333,,False
523997,Karim L'Koucha,WINGER,WINGER,0.8034157646221083,86.933335,Right Wing; Center Attacking Midfield; Right Midfield,93.033325,750.0,False
523997,Karim L'Koucha,WINGER,WINGER,0.8034157646221083,86.933335,Right Wing; Center Attacking Midfield; Right Midfield,249.78334,750.0,False
194915,Hamza Janan Allah,UNKNOWN,UNKNOWN,0.0,0.0,,1547.0498,,False
60138,Kevin Duvan Castaño Gil,MID,MID,1.0,41.533333,Right Center Midfield,,900.0,False
138871,Karim El Bounagat,CB,CB,1.0,81.7,Left Center Back,2001.0168,900.0,True
31844,Mohamed Bouchouari,UNKNOWN,UNKNOWN,0.0,0.0,,449.21667,,False
138950,Mehdi Harrar,GK,GK,1.0,102.96667,Goalkeeper,2133.3833,600.0,True
445163,Ayoub Maamouri,WINGER,WINGER,1.0,68.85,Right Midfield,414.5333,750.0,False
524246,Youness El Kaabi,CF,CF,1.0,19.266666,Right Center Forward,531.85,750.0,False
460266,Youness Dahmani,WINGER,WINGER,1.0,96.36667,Left Midfield,1988.8333,750.0,True
524512,Reda Ait Boughima,CB,CB,1.0,16.633333,Right Center Back,1352.4501,900.0,True
389294,Nouh Mohamed El Abd,UNKNOWN,UNKNOWN,0.0,0.0,,410.6667,,False
522346,Naoufal Ait Oubna,UNKNOWN,UNKNOWN,0.0,0.0,,307.4,,False
396748,Youssef Laghzal,GK,GK,0.8807579437036654,18.866667,Center Defensive Midfield; Goalkeeper,259.35,600.0,False
335508,Paul Valère Bassène,CF,CF,1.0,49.666667000000004,Center Forward; Right Center Forward; Left Center Forward,1335.15,750.0,True
38718,Enzo Fernandez,MID,MID,1.0,101.85,Left Defensive Midfield; Right Defensive Midfield; Center Defensive Midfield,,900.0,False
275341,Yazid Faffa,WINGER,WINGER,1.0,76.63333,Left Midfield,1653.1168,750.0,True
387043,Khalil Tamrani,UNKNOWN,UNKNOWN,0.0,0.0,,336.15,,False
442293,Ayoub Lourhraz,UNKNOWN,UNKNOWN,0.0,0.0,,1061.2166,,False
446355,Ishak Zidani,MID,MID,1.0,112.46667,Left Center Midfield,1066.95,900.0,True
407506,Oussama Nourdine,MID,MID,1.0,80.63333,Left Defensive Midfield,1983.2667,900.0,True
337496,Haytam Manaout,FB,FB,1.0,102.88333,Right Back,1040.9333,900.0,True
195772,Anas Essafir,UNKNOWN,UNKNOWN,0.0,0.0,Right Wing Back,353.48334,,False
138935,Rachid Ghanimi,GK,GK,1.0,102.96667,Goalkeeper,212.21667,600.0,False
523973,Hamza Rafa,MID,MID,1.0,33.2,Left Defensive Midfield; Right Center Midfield,1053.5333,900.0,True
524396,Yacoub El Id,UNKNOWN,UNKNOWN,0.0,0.0,,42.149998,,False
138936,Abderrazak Ennakouss,CF,CF,1.0,16.616667,Center Forward,566.68335,750.0,False
138853,Abdellah Farah,WINGER,WINGER,1.0,19.683332,Left Midfield,599.13336,750.0,False
275058,Taha Al Achbili,UNKNOWN,UNKNOWN,0.0,0.0,,113.700005,,False
139556,Bilal El Ouadghiri,CB,CB,1.0,134.133332,Right Center Back,1500.8333,900.0,True
155705,Soufiane Benjdida,CF,CF,1.0,93.666664,Center Forward,2024.9166,750.0,True
139008,Amine Souane,WINGER,WINGER,1.0,78.51667,Right Wing,1390.2333,750.0,True
195301,Fahd Bendahmane,WINGER,WINGER,1.0,26.516666000000004,Right Wing,248.96667,750.0,False
38423,Siriki Sanogo,CF,CF,0.7191290701915524,41.083332,Center Forward; Left Wing Back,1153.7667,750.0,True
399158,Anas Mkhair,UNKNOWN,UNKNOWN,0.0,0.0,,981.35,,False
31756,Soulyman Allouch,UNKNOWN,UNKNOWN,0.0,0.0,,1508.4834,,False
313279,Mohamed Reda Asmama,UNKNOWN,UNKNOWN,0.0,0.0,,112.38334,,False
442100,Marouane Ouhrou,FB,FB,1.0,112.46666999999998,Left Back,1878.4333,900.0,True
194809,Oussama Zemraoui,MID,MID,1.0,44.05,Center Attacking Midfield,392.74997,900.0,False
462167,Livty Kpolo,CF,CF,1.0,85.30000000000001,Center Forward; Left Center Forward; Right Center Forward,286.28333,750.0,False
524393,Zakaria Oubraim,UNKNOWN,UNKNOWN,0.0,0.0,,1085.4166,,False
523298,Mohamed Ahayaoui,MID,MID,1.0,17.283333,Right Center Midfield,561.2167,900.0,False
434523,Benjamin Tanimu,UNKNOWN,UNKNOWN,0.0,0.0,Right Back,10.366667,,False
360838,Zakaria Ami,MID,MID,1.0,79.433334,Right Center Midfield,220.83334,900.0,False
261620,Nadir Lougmani,FB,FB,0.9607411378335238,38.583332,Right Midfield; Right Back,1729.9835,900.0,True
399559,Youssef Dalouzi,UNKNOWN,UNKNOWN,0.0,0.0,Center Forward,108.350006,,False
155347,Ayoub Mouloua,CF,CF,1.0,36.8,Center Forward,1735.4165,750.0,True
161352,Salaheddine Errahouli,MULTI_ROLE,WINGER,0.6240619107689405,142.133334,Right Wing; Right Center Midfield,1602.1334,,False
144331,Oussama Raoui,FB,FB,1.0,24.45,Right Back,358.71667,900.0,False
477686,Mohamed Adjar,UNKNOWN,UNKNOWN,0.0,0.0,,926.7333,,False
339278,Chemseddine Knaidil,FB,FB,1.0,96.1,Left Back,1806.9502,900.0,True
415853,Claude Gnolou,MID,MID,1.0,173.61666,Left Defensive Midfield,1884.1833,900.0,True
524511,Saad Nassik,MID,MID,1.0,74.85,Right Center Midfield,60.05,900.0,False
524511,Saad Nassik,MID,MID,1.0,74.85,Right Center Midfield,107.95,900.0,False
409131,Abdellatif Benkassou,WINGER,WINGER,1.0,72.13333,Right Wing,868.2999,750.0,True
399624,Mohamed Zinaf,WINGER,WINGER,1.0,8.1,Left Wing,633.01666,750.0,False
154668,Mamadou Lamine Camara,MID,MID,0.8980807536072257,199.566664,Right Defensive Midfield; Center Defensive Midfield; Left Center Back,408.34998,900.0,False
312413,Soulaimane El Bouchqali,MID,MID,0.9774856046065259,11.983334,Left Back; Center Attacking Midfield,63.416668,900.0,False
312413,Soulaimane El Bouchqali,MID,MID,0.9774856046065259,11.983334,Left Back; Center Attacking Midfield,1149.65,900.0,True
523321,Khalid Raiss,UNKNOWN,UNKNOWN,0.0,0.0,,35.35,,False
183765,Mohammed Amine Essahel,MID,MID,1.0,39.433334,Center Defensive Midfield; Left Center Midfield; Left Defensive Midfield,569.1,900.0,False
314465,Yassine Amhih,CB,CB,1.0,102.96667,Right Center Back,523.3,900.0,False
405645,Othmane Chraibi,MID,MID,1.0,19.116667,Center Defensive Midfield; Left Defensive Midfield,874.8833,900.0,False
407555,James Monday Ajako,CB,CB,1.0,112.46667,Left Center Back,1626.8003,900.0,True
177972,Anas Nanah,UNKNOWN,UNKNOWN,0.0,0.0,,364.91666,,False
524002,Salim Ghazzani,WINGER,WINGER,1.0,12.933333,Left Midfield,138.20001,750.0,False
524001,Nasreddine Moustaghfir,CF,CF,1.0,21.583334,Right Center Forward,1063.3833,750.0,True
422075,Zakary Lamgahez,CB,CB,1.0,104.95,Left Center Back,379.95,900.0,False
399198,Oussama Errahmani,UNKNOWN,UNKNOWN,0.0,0.0,,95.01667,,False
435547,Abdallah Ziani,WINGER,WINGER,1.0,32.066666,Left Wing,1670.4166,750.0,True
524513,Amine Balich,UNKNOWN,UNKNOWN,0.0,0.0,,784.0833,,False
450709,Joseph Bakasu       ,MID,MID,1.0,22.916666,Right Defensive Midfield,1569.6168,900.0,True
524510,Privat Djéssan Bi,UNKNOWN,UNKNOWN,0.0,0.0,,,,False
60514,Yaser Esneider Asprilla Martínez,UNKNOWN,UNKNOWN,0.0,0.0,,,,False
358748,Abdellah Ait Brahim,WINGER,WINGER,1.0,79.433334,Right Wing,1376.3834,750.0,True
30976,Jhon Jáder Durán Palacio,UNKNOWN,UNKNOWN,0.0,0.0,,,,False
442155,Akram El Wahabi,UNKNOWN,UNKNOWN,0.0,0.0,,245.43333,,False
477584,Ayoub Ait Khassou,UNKNOWN,UNKNOWN,0.0,0.0,,394.33337,,False
449373,Marouane Oujeddou,WINGER,WINGER,1.0,112.46667,Right Midfield,1522.1,750.0,True
386460,Ismail Hrila,UNKNOWN,UNKNOWN,0.0,0.0,,1428.7832,,False
462374,Soufiane Taher,UNKNOWN,UNKNOWN,0.0,0.0,,78.36667,,False
524394,Abdoulaye Sanogo,UNKNOWN,UNKNOWN,0.0,0.0,,1597.6499,,False
399493,Mehdi Mchakhchekh,UNKNOWN,UNKNOWN,0.0,0.0,,78.13333,,False
451595,Louay El Moussaoui,UNKNOWN,UNKNOWN,0.0,0.0,,565.9167,,False
426514,Yasser Ezzine,UNKNOWN,UNKNOWN,0.0,0.0,,295.14996,,False
424979,Soufiane Tazi,MID,MID,1.0,78.51667,Center Attacking Midfield,1206.7834,900.0,True
443951,Youness Akharraz,MID,MID,1.0,88.7,Right Center Midfield,1331.9833,900.0,True
52129,Alejandro Garnacho Ferreyra,UNKNOWN,UNKNOWN,0.0,0.0,,,,False
444003,Ilyass Motik,UNKNOWN,UNKNOWN,0.0,0.0,,,,False
524003,Mohammed Es-Sahel,MID,MID,1.0,70.01667,Left Center Midfield,365.53333,900.0,False
523338,Salah Eddine Essalehy,WINGER,WINGER,1.0,46.083332000000006,Left Wing; Right Wing,46.083332,750.0,False
522342,Younes El Bahraoui,CF,CF,0.9964218739410374,120.183336,Center Attacking Midfield; Right Center Forward; Left Center Forward,969.3167,750.0,True
475296,Rayane Mahtou,UNKNOWN,UNKNOWN,0.0,0.0,,22.116667,,False
148397,Valentin Carboni,UNKNOWN,UNKNOWN,0.0,0.0,,,,False
426515,Oussama Ichou,UNKNOWN,UNKNOWN,0.0,0.0,,,,False
449471,Ayman Tarrazi,MID,MID,1.0,26.25,Right Center Midfield,447.93335,900.0,False
399197,Abdesselam Lachhab,UNKNOWN,UNKNOWN,0.0,0.0,,,,False
386309,Anas Makkaoui,UNKNOWN,UNKNOWN,0.0,0.0,,22.833334,,False
425583,Mouad Dahak,UNKNOWN,UNKNOWN,0.0,0.0,Left Midfield,766.0,,False
453613,Baba Bello Ilou,CF,CF,1.0,92.63333000000002,Center Forward,1744.35,750.0,True
477555,Adam Brika,WINGER,WINGER,1.0,18.8,Right Wing; Right Midfield,1282.0334,750.0,True
522357,Mohamed Adam Benhita,CB,CB,1.0,206.68333,Right Center Back,439.0833,900.0,False
416299,Mohamed Amine Katiba,CF,CF,1.0,12.566667,Center Forward,403.25,750.0,False
463014,Moussa Koté,UNKNOWN,UNKNOWN,0.0,0.0,,172.1,,False
416303,El Mahdi Akoumi,MID,MID,0.8721556296649199,104.95,Left Center Midfield; Left Wing,1424.8833,900.0,True
416307,Taha Benrhozil,UNKNOWN,UNKNOWN,0.0,0.0,,796.1333,,False
393385,Nawfal Chninak,CF,CF,1.0,9.483334,Right Center Forward,19.316666,750.0,False
522339,Souleymane Cissé,MULTI_ROLE,CF,0.4618138424821002,41.900000000000006,Right Midfield; Right Back; Center Forward,1148.5333,,False
475118,Achraf Missou,UNKNOWN,UNKNOWN,0.0,0.0,,18.866667,,False
522709,Taha Majni,UNKNOWN,UNKNOWN,0.0,0.0,,836.61664,,False
523999,Zakaria Kessary,MID,MID,1.0,39.283333,Center Defensive Midfield; Right Defensive Midfield,688.55,900.0,False
